Item,node,ortho,phono,original,replace,delete_insert,replace_p,delins_p,pos_l50,pos_m50,all_cc,replace_cc,pos_l50_cc,pos_m50_cc,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,log_freq,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
an,669,an,@n,22,11,11,0.5,0.5,14,8,0.277056277,0.454545455,0.505494505,0.607142857,1,2,393,3,109,75,95071,4.97805263,827024,153847,1518266684,3,1
anal,676,anal,enL,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,4,370,5,11,14,138,2.1430148,676,38,59778384,4,1
analyst,682,analyst,@nLxst,1,0,1,0,1,1,0,-1,-1,-1,-1,3,7,596,8,8,4,177,2.250420002,7032,2315,16918514,8,1
anchor,698,anchor,@GkX,7,2,5,0.285714286,0.714285714,4,3,0.333333333,0,1,0.333333333,2,4,519,7,19,3,378,2.57863921,6008,3399,8633656,5,1
and,704,and,@nd,12,2,10,0.166666667,0.833333333,8,4,0.348484848,0,0.75,0.333333333,1,3,519,4,50,30,682780,5.834281427,6911968,1512019,12997637966,4,1
anew,715,anew,xnu,4,2,2,0.5,0.5,3,1,0,0,0,-1,2,4,413,4,8,8,44,1.653212514,866,90,890428,5,1
angel,716,angel,enJL,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,476,6,3,18,3992,3.60129931,4613,703,25311345,6,1
anger,718,anger,@GgX,3,2,1,0.666666667,0.333333333,1,2,0,0,-1,0,2,4,320,6,12,29,991,2.996511672,10499,2478,7991258,5,1
anguish,729,anguish,@GgwIS,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,495,8,2,1,110,2.045322979,1104,206,903376,7,1
ankle,746,ankle,@GkL,4,2,2,0.5,0.5,1,3,0.166666667,0,-1,0.333333333,2,5,392,6,7,5,409,2.612783857,3203,197,4147085,6,1
annoy,758,annoy,xnO,2,2,0,1,0,1,1,0,0,-1,-1,2,3,429,6,13,4,128,2.11058971,311,58,1497815,4,1
annual,759,annual,@nyuL,1,0,1,0,1,1,0,-1,-1,-1,-1,3,6,475,7,2,4,367,2.565847819,18643,1286,85045142,7,1
answer,778,answer,@nsX,3,1,2,0.333333333,0.666666667,2,1,0.333333333,-1,1,-1,2,4,401,7,22,1,8986,3.953614742,38425,12425,64651553,5,1
ant,780,ant,@nt,12,4,8,0.333333333,0.666666667,8,4,0.227272727,0.5,0.428571429,0.333333333,1,3,357,4,61,47,273,2.437750563,1116,55,6191588,4,1
ante,785,ante,@nti,5,1,4,0.2,0.8,2,3,0.2,-1,1,0.333333333,2,4,417,5,34,20,111,2.049218023,757,140,1994218,5,1
antelope,790,antelope,@ntxlop,1,0,1,0,1,1,0,-1,-1,-1,-1,3,7,504,6,1,0,50,1.707570176,631,57,1215883,6,1
anterior,793,anterior,@ntIriX,1,1,0,1,0,1,0,-1,-1,-1,-1,4,7,637,9,2,2,48,1.69019608,900,7,2316239,8,1
antic,808,antic,@ntIk,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,5,453,6,8,8,4,0.698970004,77,5,148766,6,2
antique,826,antique,@ntik,2,1,1,0.5,0.5,0,2,0,-1,-1,0,2,5,425,8,9,1,309,2.491361694,2637,92,18431642,6,1
any,840,any,Eni,9,4,5,0.444444444,0.555555556,5,4,0.138888889,0.333333333,0.2,0.5,2,3,459,4,105,29,56068,4.74872281,219278,61618,710755610,4,1
apart,846,apart,xpart,3,1,2,0.333333333,0.666666667,3,0,0,-1,0,-1,2,5,519,6,3,2,2398,3.380030248,14469,2695,16512388,6,1
apartheid,847,apartheid,xpartet,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,547,10,2,0,19,1.301029996,2130,459,1300164,8,1
apathetic,849,apathetic,@pxTEtIk,1,0,1,0,1,1,0,-1,-1,-1,-1,4,8,530,6,1,1,18,1.278753601,212,38,302358,5,1
apathy,850,apathy,@pxTi,2,2,0,1,0,0,2,1,1,-1,1,3,5,574,6,1,0,24,1.397940009,498,65,864296,5,1
ape,851,ape,ep,17,10,7,0.588235294,0.411764706,9,8,0.367647059,0.644444444,0.611111111,1,1,2,346,4,59,34,493,2.693726949,996,50,2441446,3,1
apiece,865,apiece,xpis,5,4,1,0.8,0.2,1,4,0.3,0.5,-1,0.5,2,4,547,4,13,1,202,2.307496038,934,131,496659,4,1
apogee,869,apogee,@pxJi,2,2,0,1,0,0,2,1,1,-1,1,3,5,524,4,3,0,4,0.698970004,148,1,605076,4,1
appal,884,appal,xpcl,3,2,1,0.666666667,0.333333333,1,2,0,0,-1,0,2,4,568,6,6,5,2,0.477121255,3,0,27946,3,NA
apparent,888,apparent,xp@rxnt,1,0,1,0,1,1,0,-1,-1,-1,-1,3,7,567,9,3,0,215,2.334453751,8191,864,9650402,8,1
appeal,890,appeal,xpil,6,5,1,0.833333333,0.166666667,2,4,0.2,0.3,0,0.5,2,4,459,7,14,5,663,2.822168079,10624,2472,27829781,5,1
appellant,894,appellant,xpElxnt,1,0,1,0,1,0,1,-1,-1,-1,-1,3,7,510,8,1,0,7,0.903089987,24,1,4776547,5,1
appellate,895,appellate,xpElxt,1,0,1,0,1,0,1,-1,-1,-1,-1,3,6,624,9,1,0,17,1.255272505,745,246,2711762,5,1
append,898,append,xpEnd,7,6,1,0.857142857,0.142857143,7,0,0.333333333,0.466666667,0.333333333,-1,2,5,468,7,7,0,0,0,45,1,2139296,6,1
applause,907,applause,xplcz,1,1,0,1,0,0,1,-1,-1,-1,-1,2,5,622,7,4,0,576,2.761175813,3031,1544,1705835,5,1
apple,908,apple,@pL,8,5,3,0.625,0.375,6,2,0.107142857,0.2,0.133333333,1,2,4,375,6,28,6,1207,3.082066934,10229,1204,50562141,5,1
appliance,909,appliance,xplY|ns,1,0,1,0,1,1,0,-1,-1,-1,-1,3,7,688,10,1,2,41,1.62324929,674,80,9005645,8,1
applied,915,applied,xplYd,3,1,2,0.333333333,0.666666667,1,2,0,-1,-1,0,2,5,567,7,8,1,314,2.498310554,12092,978,44960208,5,2
apply,917,apply,xplY,3,0,3,0,1,2,1,0,-1,0,-1,2,4,493,6,6,3,638,2.805500858,11425,1743,76341879,5,1
appoint,918,appoint,xpOnt,3,1,2,0.333333333,0.666666667,2,1,0,-1,0,-1,2,5,573,8,8,1,104,2.021189299,1052,416,3696615,6,1
apportion,922,apportion,xporS|n,2,1,1,0.5,0.5,2,0,0,-1,0,-1,3,7,632,10,3,0,0,0,70,13,157850,8,1
approve,939,approve,xpruv,2,0,2,0,1,1,1,0,-1,-1,-1,2,5,560,8,4,2,580,2.764176132,2915,864,9415563,6,1
apt,948,apt,@pt,8,6,2,0.75,0.25,6,2,0.25,0.266666667,0.4,1,1,3,462,4,29,17,89,1.954242509,1654,173,6186321,4,1
aptitude,949,aptitude,@pt|tud,2,1,1,0.5,0.5,2,0,1,-1,1,-1,3,7,614,9,3,3,55,1.748188027,538,32,1014706,8,1
aquarium,954,aquarium,xkw@rixm,1,1,0,1,0,0,1,-1,-1,-1,-1,4,8,723,9,2,2,141,2.152288344,1157,149,5327865,9,1
aquarius,955,Aquarius,xkw@rixs,1,1,0,1,0,0,1,-1,-1,-1,-1,4,8,748,8,1,2,58,1.770852012,265,3,1574237,8,NA
arab,960,Arab,@rxb,3,2,1,0.666666667,0.333333333,0,3,0.333333333,1,-1,0.333333333,2,4,499,5,22,17,174,2.243038049,15774,4274,21022995,5,NA
arbitrator,973,arbitrator,arbxtretX,1,0,1,0,1,0,1,-1,-1,-1,-1,4,9,598,11,2,1,4,0.698970004,242,30,1503052,10,2
arc,979,arc,ark,11,3,8,0.272727273,0.727272727,7,4,0.490909091,1,1,1,1,3,300,4,60,28,247,2.394451681,2417,132,12243165,4,1
arcade,980,arcade,arked,1,1,0,1,0,0,1,-1,-1,-1,-1,2,5,523,7,5,3,111,2.049218023,520,44,15553059,6,1
arcane,981,arcane,arken,2,2,0,1,0,0,2,0,0,-1,0,2,5,487,6,2,4,21,1.342422681,524,53,809848,6,1
arch,982,arch,arC,8,3,5,0.375,0.625,3,5,0.321428571,1,1,0.6,1,3,429,5,36,13,188,2.276461804,1849,162,10045078,4,1
archaic,984,archaic,arkeIk,1,1,0,1,0,0,1,-1,-1,-1,-1,3,6,599,7,1,0,35,1.556302501,567,36,802317,6,1
architectural,998,architectural,ark|tEkCXL,1,0,1,0,1,0,1,-1,-1,-1,-1,5,11,795,14,0,0,65,1.819543936,2484,75,10225722,10,2
architecture,999,architecture,ark|tEkCX,1,0,1,0,1,0,1,-1,-1,-1,-1,4,9,675,13,2,1,162,2.212187604,4734,213,41479644,10,1
arctic,1005,arctic,arktIk,1,1,0,1,0,0,1,-1,-1,-1,-1,2,5,448,5,3,0,100,2.004321374,2439,231,7367739,6,1
are,1009,are,ar,19,6,13,0.315789474,0.684210526,14,5,0.304093567,0.666666667,0.505494505,0.6,1,2,363,4,120,70,265672,5.42434742,1179225,335425,2393621713,3,1
area,1010,area,@rix,4,2,2,0.5,0.5,1,3,0.166666667,0,-1,0.333333333,3,4,468,5,33,25,3821,3.582290683,66987,11907,259879222,5,1
arena,1011,arena,xrinx,1,0,1,0,1,1,0,-1,-1,-1,-1,3,4,421,6,47,20,185,2.269512944,5102,662,13966787,5,1
argon,1014,argon,argan,1,1,0,1,0,1,0,-1,-1,-1,-1,2,5,558,6,2,10,9,1,141,6,761489,4,1
arise,1027,arise,xrYz,7,4,3,0.571428571,0.428571429,4,3,0.142857143,0,0.333333333,0.333333333,2,3,668,6,73,15,151,2.181843588,3062,199,8337093,4,1
arm,1034,arm,arm,9,3,6,0.333333333,0.666666667,3,6,0.277777778,1,1,0.466666667,1,3,383,4,44,27,3336,3.523356207,21897,1819,23727941,4,1
armor,1044,armor,armX,6,4,2,0.666666667,0.333333333,0,6,0.333333333,0.5,-1,0.333333333,2,4,340,6,26,8,372,2.571708832,2129,368,6001844,5,2
army,1048,army,armi,4,2,2,0.5,0.5,0,4,0.333333333,0,-1,0.333333333,2,4,372,5,29,10,4370,3.640580806,30360,7165,44673953,5,1
aroma,1050,aroma,xromx,1,1,0,1,0,0,1,-1,-1,-1,-1,3,4,527,6,19,5,69,1.84509804,935,41,2018997,5,1
aromatic,1051,aromatic,@rxm@tIk,3,2,1,0.666666667,0.333333333,3,0,0.333333333,1,0.333333333,-1,4,8,848,7,3,0,14,1.176091259,520,22,1817946,5,1
around,1052,around,xrWnd,4,2,2,0.5,0.5,4,0,0.333333333,0,0.333333333,-1,2,3,670,5,16,4,37573,4.574887431,164556,35709,178814813,4,1
arouse,1053,arouse,xrWz,4,3,1,0.75,0.25,3,1,0.5,0.333333333,1,-1,2,3,709,7,44,11,62,1.799340549,383,35,430328,4,1
arraign,1055,arraign,xren,10,7,3,0.7,0.3,8,2,0.355555556,0.523809524,0.571428571,0,2,3,487,8,101,0,7,0.903089987,4,1,16889,4,1
arrange,1056,arrange,xrenJ,3,1,2,0.333333333,0.666666667,2,1,0.333333333,-1,1,-1,2,4,646,8,11,3,791,2.898725182,3162,243,7727860,5,1
array,1059,array,xre,12,9,3,0.75,0.25,10,2,0.348484848,0.444444444,0.511111111,0,2,2,423,6,129,2,108,2.037426498,4855,280,25151784,3,1
arrest,1061,arrest,xrEst,5,3,2,0.6,0.4,5,0,0.4,0.333333333,0.4,-1,2,4,520,7,30,3,3037,3.48258777,7141,2504,7653819,5,1
arrival,1062,arrival,xrYvL,1,0,1,0,1,1,0,-1,-1,-1,-1,3,5,515,8,2,1,422,2.626340367,5131,518,15370734,6,2
arrow,1065,arrow,@ro,18,11,7,0.611111111,0.388888889,16,2,0.300653595,0.418181818,0.375,1,2,3,298,6,101,16,400,2.603144373,2410,110,11564588,4,1
arson,1071,arson,arsN,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,452,6,28,19,153,2.187520721,622,235,989351,6,1
art,1072,art,art,13,4,9,0.307692308,0.692307692,8,5,0.346153846,0.5,0.75,0.6,1,3,324,4,67,43,3611,3.557747742,55350,4211,214704717,4,1
article,1081,article,artIkL,2,1,1,0.5,0.5,2,0,0,-1,0,-1,3,7,479,8,4,4,998,2.999565488,27442,2006,181971412,8,1
artist,1090,artist,art|st,1,1,0,1,0,0,1,-1,-1,-1,-1,2,6,443,7,4,2,1460,3.164650216,17654,1665,67425534,7,2
artless,1094,artless,artlxs,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,459,6,3,1,3,0.602059991,55,4,90304,5,2
as,1098,as,@z,13,9,4,0.692307692,0.307692308,7,6,0.282051282,0.5,0.285714286,1,1,2,407,3,85,77,113068,5.053343551,1515436,251899,2247431740,3,1
ascension,1104,ascension,xsEnC|n,1,1,0,1,0,1,0,-1,-1,-1,-1,3,7,570,6,2,0,44,1.653212514,381,20,1825408,5,1
ascertain,1106,ascertain,@sXten,1,1,0,1,0,1,0,-1,-1,-1,-1,3,6,655,10,1,0,49,1.698970004,718,72,1629085,7,1
ash,1111,ash,@S,17,6,11,0.352941176,0.647058824,10,7,0.441176471,1,1,0.714285714,1,2,439,4,59,33,469,2.672097858,3155,250,8948202,3,1
ashen,1113,ashen,@S|n,5,1,4,0.2,0.8,5,0,0.3,-1,0.3,-1,2,4,530,6,24,8,9,1,257,6,187890,5,1
ashore,1115,ashore,xSor,3,2,1,0.666666667,0.333333333,2,1,0,0,0,-1,2,4,498,5,8,6,317,2.50242712,967,202,876754,3,1
aside,1118,aside,xsYd,5,4,1,0.8,0.2,3,2,0.2,0.333333333,0.333333333,1,2,4,579,6,12,4,1212,3.083860801,14221,2205,11769721,5,1
ask,1121,ask,@sk,8,3,5,0.375,0.625,5,3,0.321428571,0.333333333,0.6,1,1,3,409,4,34,20,24640,4.391658329,57880,23076,106411449,4,1
aslant,1124,aslant,xsl@nt,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,599,6,1,2,0,0,13,0,11066,4,1
asleep,1125,asleep,xslip,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,455,5,1,1,2541,3.405175546,6072,792,3967813,4,1
asp,1126,asp,@sp,7,3,4,0.428571429,0.571428571,4,3,0.285714286,0.333333333,0.5,1,1,3,423,4,15,17,6,0.84509804,353,5,16795329,4,NA
aspire,1138,aspire,xspYr,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,623,7,2,3,55,1.748188027,668,69,2640620,6,1
assail,1141,assail,xsel,2,1,1,0.5,0.5,2,0,0,-1,0,-1,2,4,486,7,8,2,5,0.77815125,52,5,141995,5,1
assault,1143,assault,xsclt,2,0,2,0,1,2,0,0,-1,0,-1,2,5,538,8,5,2,896,2.952792443,6306,1657,10011530,6,1
assert,1148,assert,xsRt,3,3,0,1,0,2,1,0.333333333,0.333333333,1,-1,2,4,475,7,7,5,43,1.643452676,1782,165,3288118,5,1
assess,1150,assess,xsEs,1,0,1,0,1,1,0,-1,-1,-1,-1,2,4,498,7,4,2,83,1.924279286,7033,562,12614289,5,1
asset,1151,asset,@sEt,1,0,1,0,1,1,0,-1,-1,-1,-1,2,4,479,6,10,6,193,2.28780173,3047,469,18181917,5,1
assign,1156,assign,xsYn,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,4,688,7,10,1,138,2.1430148,1157,98,7009078,5,1
assist,1160,assist,xsIst,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,549,7,4,3,400,2.603144373,4926,445,29964870,6,2
assort,1167,assort,xsort,2,1,1,0.5,0.5,2,0,0,-1,0,-1,2,5,455,7,3,1,0,0,3,1,50353,6,1
assuage,1168,assuage,xsweJ,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,511,8,1,1,6,0.84509804,240,29,123696,6,1
assure,1172,assure,xSUr,6,4,2,0.666666667,0.333333333,4,2,0.2,0.5,0.5,0,2,4,524,7,8,3,1021,3.009450896,2898,650,8118473,5,1
assured,1173,assured,xSUrd,1,0,1,0,1,0,1,-1,-1,-1,-1,2,5,628,8,3,3,316,2.501059262,4132,460,6038675,5,2
aster,1175,aster,@stX,10,6,4,0.6,0.4,10,0,0.266666667,0.466666667,0.266666667,-1,2,4,509,6,43,28,10,1.041392685,157,2,720415,5,1
astral,1187,astral,@strL,1,1,0,1,0,1,0,-1,-1,-1,-1,2,6,407,6,3,3,49,1.698970004,79,2,1205159,7,1
astride,1189,astride,xstrYd,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,562,7,2,2,8,0.954242509,275,12,171136,5,1
at,1203,at,@t,31,12,19,0.387096774,0.612903226,23,8,0.249462366,0.454545455,0.391304348,0.571428571,1,2,320,3,85,73,164072,5.215037119,1238967,247370,2272272772,3,1
atoll,1220,atoll,@tcl,2,1,1,0.5,0.5,2,0,1,-1,1,-1,2,4,451,4,9,2,27,1.447158031,148,9,908471,4,1
atom,1221,atom,@tM,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,4,351,5,14,7,140,2.149219113,1042,69,32778984,5,1
atomic,1222,atomic,xtamIk,1,0,1,0,1,0,1,-1,-1,-1,-1,3,6,698,6,3,0,249,2.397940009,2676,410,9959017,4,2
atone,1228,atone,xton,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,4,492,6,9,7,43,1.643452676,148,12,154979,5,1
atop,1229,atop,xtap,2,1,1,0.5,0.5,2,0,1,-1,1,-1,2,4,459,4,4,7,52,1.72427587,3546,143,1558107,4,1
attach,1235,attach,xt@C,1,1,0,1,0,0,1,-1,-1,-1,-1,2,4,518,7,4,2,126,2.103803721,1935,230,9444154,5,1
attack,1238,attack,xt@k,4,3,1,0.75,0.25,3,1,0.166666667,0,0.333333333,-1,2,4,464,7,15,2,3853,3.58591171,24857,8734,35602466,5,1
attain,1239,attain,xten,7,5,2,0.714285714,0.285714286,4,3,0.095238095,0.2,0.166666667,0.333333333,2,4,440,7,18,1,47,1.681241237,1347,66,2668275,5,1
attempt,1245,attempt,xtEmpt,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,471,8,3,2,975,2.989449818,16579,2544,25251906,7,1
attend,1246,attend,xtEnd,5,4,1,0.8,0.2,5,0,0.6,1,0.6,-1,2,5,515,7,11,1,715,2.854913022,8415,924,20639654,6,1
attention,1248,attention,xtEnC|n,2,1,1,0.5,0.5,2,0,0,-1,0,-1,3,7,639,10,3,1,5032,3.70182693,41457,7792,44754701,8,1
attest,1251,attest,xtEst,2,1,1,0.5,0.5,2,0,0,-1,0,-1,2,5,605,7,4,3,22,1.361727836,649,53,997406,6,1
attic,1253,attic,@tIk,4,1,3,0.25,0.75,4,0,0.166666667,-1,0.166666667,-1,2,4,404,6,18,4,400,2.603144373,1660,179,3348232,5,1
attire,1254,attire,xtYr,2,1,1,0.5,0.5,2,0,0,-1,0,-1,3,4,527,7,6,2,76,1.886490725,838,55,1517340,4,1
attitude,1255,attitude,@t|tud,3,0,3,0,1,3,0,0.333333333,-1,0.333333333,-1,3,6,628,9,4,3,1330,3.124178055,11298,1842,12331660,7,1
attract,1258,attract,xtr@kt,1,0,1,0,1,1,0,-1,-1,-1,-1,2,6,547,8,5,1,290,2.463892989,4955,591,7608984,7,1
attraction,1259,attraction,xtr@kS|n,1,0,1,0,1,1,0,-1,-1,-1,-1,3,8,551,11,2,1,348,2.542825427,2927,401,11998068,9,2
atypical,1266,atypical,etIpIkL,1,0,1,0,1,1,0,-1,-1,-1,-1,4,8,612,7,1,2,19,1.301029996,529,28,940146,7,2
auction,1268,auction,ckS|n,2,2,0,1,0,2,0,0,0,0,-1,2,5,439,8,7,4,454,2.658011397,2976,461,44619724,6,1
audit,1280,audit,cd|t,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,4,359,6,2,8,57,1.763427994,2290,194,20786450,5,1
audition,1281,audition,cdIS|n,2,2,0,1,0,2,0,1,1,1,-1,3,6,575,9,3,2,705,2.848804701,945,307,2134610,7,2
auditor,1282,auditor,cd|tX,1,0,1,0,1,0,1,-1,-1,-1,-1,3,5,678,8,6,2,24,1.397940009,633,65,5328788,6,2
auditory,1284,auditory,cd|tori,1,0,1,0,1,1,0,-1,-1,-1,-1,4,7,540,8,2,2,27,1.447158031,1447,40,1706299,8,1
aught,1286,aught,ct,23,10,13,0.434782609,0.565217391,15,8,0.249011858,0.466666667,0.485714286,0.428571429,1,2,304,5,71,9,18,1.278753601,50,6,209706,3,1
aura,1293,aura,crx,2,2,0,1,0,1,1,0,0,-1,-1,2,3,390,5,74,22,93,1.973127854,1311,108,2267302,4,1
austere,1304,austere,cstIr,1,0,1,0,1,1,0,-1,-1,-1,-1,2,5,551,8,4,1,11,1.079181246,496,27,302230,6,1
author,1312,author,cTX,3,3,0,1,0,3,0,0.333333333,0.333333333,0.333333333,-1,2,3,387,7,14,2,405,2.608526034,30832,4919,179813762,4,1
auto,1319,auto,cto,4,2,2,0.5,0.5,2,2,0.333333333,0,1,1,2,3,319,5,16,6,391,2.593286067,6883,1551,94703300,4,1
autumn,1337,autumn,ctM,4,3,1,0.75,0.25,2,2,0.333333333,0.333333333,1,1,2,4,559,7,12,0,193,2.28780173,3039,252,9649779,5,1
avail,1341,avail,xvel,2,1,1,0.5,0.5,2,0,0,-1,0,-1,2,4,481,6,10,3,43,1.643452676,640,73,3902711,5,1
avarice,1344,avarice,@vXxs,1,1,0,1,0,1,0,-1,-1,-1,-1,3,5,511,7,1,1,25,1.414973348,130,12,182717,4,1
avenge,1350,avenge,xvEnJ,1,1,0,1,0,0,1,-1,-1,-1,-1,2,5,605,7,2,3,154,2.190331698,282,32,365931,6,1
averse,1355,averse,xvRs,4,2,2,0.5,0.5,2,2,0.166666667,0,0,1,2,4,530,6,6,6,15,1.204119983,372,31,426255,5,1
aversion,1356,aversion,xvRZ|n,1,0,1,0,1,1,0,-1,-1,-1,-1,3,6,533,9,2,2,68,1.838849091,599,29,828197,7,1
avert,1357,avert,xvRt,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,4,412,6,9,13,30,1.491361694,658,108,767636,5,1
avian,1358,avian,evixn,1,1,0,1,0,1,0,-1,-1,-1,-1,3,5,401,6,5,7,4,0.698970004,628,107,2877167,6,NA
avid,1363,avid,@vxd,1,1,0,1,0,1,0,-1,-1,-1,-1,2,4,539,5,5,16,25,1.414973348,1182,150,3623473,5,1
avocation,1369,avocation,@vxkeS|n,1,1,0,1,0,1,0,-1,-1,-1,-1,4,8,698,6,3,3,9,1,89,8,64500,5,1
avoid,1370,avoid,xvOd,3,1,2,0.333333333,0.666666667,3,0,0.333333333,-1,0.333333333,-1,2,4,487,6,5,5,1239,3.093421685,19865,2682,36508741,5,1
awake,1376,awake,xwek,4,2,2,0.5,0.5,2,2,0.333333333,0,1,1,2,4,499,6,6,4,1362,3.134495856,3759,384,3233171,5,1
award,1378,award,xword,5,4,1,0.8,0.2,5,0,0.4,0.5,0.4,-1,2,5,413,6,10,9,657,2.818225894,10786,1722,59653406,6,1
aware,1379,aware,xwEr,4,3,1,0.75,0.25,4,0,0.5,0.333333333,0.5,-1,2,4,559,6,14,5,1818,3.259832699,16138,3300,25701095,5,1
awe,1381,awe,c,20,4,16,0.2,0.8,15,5,0.373684211,1,0.580952381,1,1,1,366,4,99,32,134,2.130333768,1850,183,2250899,2,1
awful,1386,awful,cfL,4,3,1,0.75,0.25,1,3,0.5,0.333333333,-1,1,2,4,362,6,9,1,3234,3.509874285,6138,2394,5217620,4,1
awhile,1387,awhile,xhwYl,2,1,1,0.5,0.5,1,1,0,-1,-1,-1,2,4,472,3,6,2,483,2.684845362,1444,372,2787752,4,1
axe,1394,axe,@ks,9,4,5,0.444444444,0.555555556,6,3,0.138888889,0.166666667,0.266666667,0,1,3,403,4,93,28,249,2.397940009,714,77,2777022,4,1
axial,1395,axial,@ksiL,2,1,1,0.5,0.5,0,2,0,-1,-1,0,3,6,519,4,3,0,7,0.903089987,425,2,1685087,7,1
axis,1398,axis,@ks|s,1,1,0,1,0,0,1,-1,-1,-1,-1,2,5,452,4,8,9,81,1.913813852,2131,162,12408450,5,1
babble,1407,babble,b@bL,12,12,0,1,0,8,4,0.287878788,0.287878788,0.464285714,1,2,5,390,7,22,7,44,1.653212514,290,21,705693,6,1
babe,1408,babe,beb,13,10,3,0.769230769,0.230769231,2,11,0.487179487,0.644444444,1,0.672727273,1,3,339,5,66,34,1814,3.258876629,1492,242,22492726,4,1
baby,1412,baby,bebi,5,4,1,0.8,0.2,3,2,0.2,0.166666667,0.333333333,1,2,4,372,5,55,17,25978,4.41462243,34012,8993,117716269,5,1
back,1418,back,b@k,32,28,4,0.875,0.125,20,12,0.245967742,0.312169312,0.389473684,0.727272727,1,3,289,5,137,36,102467,5.01058826,310025,94822,488046401,4,1
bacon,1425,bacon,bek|n,5,5,0,1,0,5,0,0.4,0.4,0.4,-1,2,5,467,6,29,12,605,2.782472624,3771,451,5386132,6,1
bad,1428,bad,b@d,30,27,3,0.9,0.1,19,11,0.28045977,0.316239316,0.444444444,0.836363636,1,3,407,4,90,46,27804,4.444122899,54828,17089,95105339,4,1
badge,1429,badge,b@J,13,12,1,0.923076923,0.076923077,2,11,0.576923077,0.681818182,0,0.818181818,1,3,413,6,42,8,778,2.891537458,1369,260,6145470,4,1
bag,1434,bag,b@g,28,26,2,0.928571429,0.071428571,17,11,0.293650794,0.338461538,0.485294118,0.818181818,1,3,439,4,74,39,4796,3.680969718,17692,1987,40683161,4,1
baggy,1439,baggy,b@gi,3,2,1,0.666666667,0.333333333,2,1,0.333333333,1,1,-1,2,4,384,5,34,9,48,1.69019608,743,51,419677,5,2
bail,1443,bail,bel,33,30,3,0.909090909,0.090909091,24,9,0.337121212,0.354022989,0.514492754,1,1,3,284,5,163,40,885,2.947433722,2183,905,3739601,4,1
bairn,1447,bairn,bErn,6,5,1,0.833333333,0.166666667,3,3,0.266666667,0.2,0.333333333,1,1,4,355,6,19,6,12,1.113943352,18,0,35569,4,NA
bait,1448,bait,bet,33,29,4,0.878787879,0.121212121,23,10,0.278409091,0.315270936,0.434782609,0.822222222,1,3,336,5,123,27,496,2.696356389,2293,203,3049754,4,1
bake,1450,bake,bek,29,26,3,0.896551724,0.103448276,20,9,0.295566502,0.310769231,0.442105263,1,1,3,419,5,116,45,323,2.51054501,5337,281,3791576,4,1
bald,1457,bald,bcld,4,2,2,0.5,0.5,3,1,0.166666667,1,0.333333333,-1,1,4,371,5,30,22,496,2.696356389,2136,219,5944017,5,1
ball,1465,ball,bcl,24,21,3,0.875,0.125,19,5,0.297101449,0.342857143,0.444444444,0.6,1,3,278,5,124,42,5353,3.728678367,22439,2756,43407316,4,1
ballad,1466,ballad,b@lxd,3,3,0,1,0,3,0,1,1,1,-1,2,5,409,7,14,6,72,1.86332286,725,57,1689145,6,1
ballast,1467,ballast,b@l|st,1,0,1,0,1,0,1,-1,-1,-1,-1,2,6,561,8,8,3,60,1.785329835,347,12,1277921,7,1
ballet,1470,ballet,b@le,1,1,0,1,0,1,0,-1,-1,-1,-1,2,4,489,7,23,16,523,2.719331287,2932,276,5896294,5,1
balloon,1472,balloon,bxlun,2,2,0,1,0,1,1,0,0,-1,-1,2,5,560,8,11,4,442,2.646403726,2521,492,6720528,6,1
ballot,1473,ballot,b@l|t,6,5,1,0.833333333,0.166666667,5,1,0.266666667,0.4,0.4,-1,2,5,555,7,25,9,69,1.84509804,3649,1444,6136404,6,1
balm,1476,balm,bam,13,12,1,0.923076923,0.076923077,6,7,0.269230769,0.318181818,0.4,0.714285714,1,3,373,5,104,26,30,1.491361694,580,29,1851587,4,1
ban,1482,ban,b@n,30,25,5,0.833333333,0.166666667,17,13,0.245977011,0.313333333,0.426470588,0.628205128,1,3,276,4,144,60,160,2.206825876,6348,1718,11944578,4,1
