lower,idx,ortho,phono,all,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
portal,13334,portal,portL,5,4,1,3,2,portal,2,6,435,7,10,4,222,979,53,30179923,7,2
mile,10823,mile,mYl,28,24,4,20,8,mile,1,3,387,5,109,45,1071,13035,1657,22186849,4,1
stubble,16513,stubble,st^bL,4,2,2,1,3,stubble,2,6,450,8,8,3,18,478,6,297662,7,1
train,17578,train,tren,15,12,3,9,6,train,1,4,379,6,56,19,4848,15402,2476,31819599,5,1
pet,12830,pet,pEt,30,25,5,20,10,pet,1,3,259,4,99,46,1029,4668,778,45452913,4,1
shall,15520,shall,S@l,13,10,3,6,7,shall,1,3,559,6,68,17,9441,8999,1299,191970203,4,1
duke,5339,duke,duk,16,14,2,6,10,duke,1,3,312,5,88,25,1277,6455,1478,12251478,4,1
them,17208,them,DEm,5,4,1,3,2,them,1,3,484,5,34,20,90720,419247,114124,403011598,4,1
glide,7210,glide,glYd,5,4,1,3,2,glide,1,4,396,6,22,7,120,812,64,1732328,5,1
diary,4860,diary,dYri,6,4,2,5,1,diary,3,4,485,5,10,4,458,2632,356,14926124,5,1
apple,908,apple,@pL,8,5,3,6,2,apple,2,4,375,6,28,6,1207,10229,1204,50562141,5,1
pool,13298,pool,pul,18,16,2,17,1,pool,1,3,409,5,94,20,2396,12198,1548,53058254,4,1
take,16936,take,tek,25,23,2,22,3,take,1,3,298,5,69,36,96443,185863,61593,264366303,4,1
touchy,17532,touchy,t^Ci,3,2,1,1,2,touchy,2,4,319,6,23,2,160,464,95,399578,4,2
cab,2392,cab,k@b,22,19,3,11,11,cab,1,3,349,4,81,46,1826,3485,395,9280172,4,1
solo,15972,solo,solo,9,7,2,5,4,solo,2,4,629,5,40,24,436,3763,408,14360887,5,1
join,9358,join,JOn,8,5,3,6,2,join,1,3,379,5,53,17,4255,15873,5094,174303626,4,1
wager,18745,wager,weJX,4,3,1,1,3,wager,2,4,419,6,23,34,202,414,50,1367520,5,2
glee,7206,glee,gli,15,7,8,10,5,glee,1,3,354,5,87,12,58,765,135,524041,4,1
use,18234,use,yuz,13,9,4,9,4,use,1,3,580,4,73,30,17536,149661,20659,719989010,4,1
par,12376,par,par,27,18,9,14,13,par,1,3,399,4,111,52,253,3108,201,16653162,4,1
curtain,4335,curtain,kRtN,5,4,1,3,2,curtain,2,5,359,8,41,4,525,2749,325,4828203,6,1
half,7586,half,h@f,18,17,1,6,12,half,1,3,474,5,68,16,10156,75379,14263,86293469,4,1
lug,10168,lug,l^g,22,20,2,16,6,lug,1,3,347,4,50,33,132,306,18,2224803,4,1
middle,10797,middle,mIdL,12,11,1,7,5,middle,2,5,387,7,45,11,4549,54702,13205,70166019,6,1
fancy,6212,fancy,f@nsi,2,1,1,1,1,fancy,2,5,599,6,17,5,1777,3893,485,8777727,6,1
abroad,70,abroad,xbrcd,2,1,1,1,1,abroad,2,5,649,5,4,1,250,5754,929,14838366,4,1
teens,17053,teens,tinz,3,2,1,1,2,teens,1,4,469,6,70,11,99,4647,840,70871043,4,2
broom,2239,broom,brum,10,7,3,4,6,broom,1,4,340,6,52,12,243,1164,127,1313136,5,1
droop,5296,droop,drup,9,7,2,4,5,droop,1,4,324,6,30,6,17,142,2,160489,5,1
eighty,5498,eighty,eti,4,1,3,1,3,eighty,2,3,389,7,66,11,129,3390,783,2385976,4,1
bast,1593,bast,b@st,18,15,3,14,4,bast,1,4,491,5,58,40,13,43,4,286873,5,
tumble,17824,tumble,t^mbL,8,5,3,7,1,tumble,2,6,411,7,15,13,79,1034,160,1925795,7,1
those,17284,those,Doz,9,8,1,8,1,those,1,3,538,4,71,10,38404,244236,71088,270022703,3,1
cot,4027,cot,kat,35,30,5,24,11,cot,1,3,389,4,134,53,102,583,30,1812593,4,1
dumps,5354,dumps,d^mps,3,2,1,1,2,dumps,1,5,379,6,15,11,137,639,87,1200749,6,2
master,10519,master,m@stX,8,4,4,6,2,master,2,5,599,7,39,33,4450,14288,1196,61724225,6,2
rocker,14886,rocker,rakX,4,3,1,2,2,rocker,2,4,412,7,52,21,64,819,114,2324259,5,2
bed,1664,bed,bEd,25,21,4,19,6,bed,1,3,296,4,90,38,9543,31440,3390,64267669,4,1
hard,7651,hard,hard,18,16,2,10,8,hard,1,4,458,5,61,40,15700,81753,20615,130070107,5,1
manner,10405,manner,m@nX,10,9,1,4,6,manner,2,4,426,7,74,27,588,10573,997,28268864,5,1
slake,15774,slake,slek,12,9,3,5,7,slake,1,4,392,4,23,14,3,35,1,54780,4,1
beam,1636,beam,bim,16,14,2,9,7,beam,1,3,443,5,94,25,445,3469,153,11828265,4,1
plaza,13127,plaza,pl@zx,2,1,1,1,1,plaza,2,5,361,6,5,6,301,3210,473,14276293,6,1
press,13592,press,prEs,6,5,1,4,2,press,1,4,499,6,36,21,3070,41358,10261,179658541,5,1
skein,15745,skein,sken,10,8,2,5,5,skein,1,4,516,6,35,6,5,102,0,208604,5,
warn,18809,warn,worn,15,13,2,9,6,warn,1,4,426,5,51,30,1293,2777,625,4160789,5,1
offer,11880,offer,cfX,6,4,2,3,3,offer,2,3,472,6,32,8,3810,29215,3692,126228968,4,1
partly,12483,partly,partli,4,2,2,1,3,partly,2,6,369,6,17,3,175,6788,988,13790568,6,2
calf,2453,calf,k@f,19,17,2,8,11,calf,1,3,383,5,75,17,151,1562,82,2757974,4,1
drawl,5258,drawl,drcl,9,8,1,4,5,drawl,1,4,422,6,29,7,4,343,10,113170,5,1
ready,14300,ready,rEdi,6,4,2,4,2,ready,2,4,419,6,70,18,19778,34303,9013,62670709,5,1
heat,7737,heat,hit,25,22,3,19,6,heat,1,3,313,5,95,27,2044,30601,2405,39974452,4,1
alone,545,alone,xlon,7,5,2,5,2,alone,2,4,488,5,30,18,15735,37065,5859,39331197,5,1
had,7564,had,h@d,31,28,3,18,13,had,1,3,369,4,91,48,85472,803646,146951,480246305,4,1
retch,14715,retch,rEC,13,11,2,7,6,retch,1,3,401,4,64,9,15,112,1,38897,4,1
copper,3934,copper,kapX,9,8,1,3,6,copper,2,4,469,7,69,22,336,3384,130,14543941,5,1
aboard,51,aboard,xbord,5,3,2,4,1,aboard,2,5,504,4,14,1,1358,4190,663,4084762,5,1
dirge,4950,dirge,dRJ,10,9,1,7,3,dirge,1,3,519,4,28,4,9,80,9,391309,4,1
lag,9603,lag,l@g,27,25,2,17,10,lag,1,3,413,4,77,44,75,1067,96,2786744,4,1
glaze,7201,glaze,glez,6,4,2,4,2,glaze,1,4,509,6,45,12,45,1143,98,1431525,5,1
north,11667,north,norT,4,3,1,1,3,north,1,4,373,6,25,11,3258,55704,10461,217815348,5,1
whine,18962,whine,hwYn,7,5,2,3,4,whine,1,4,492,6,28,17,83,692,64,832995,5,1
relic,14528,relic,rElIk,3,2,1,1,2,relic,2,5,338,6,23,6,68,720,35,947777,6,1
shovel,15611,shovel,S^vL,4,3,1,1,3,shovel,2,5,536,7,6,8,349,1272,184,1031406,6,1
bisque,1864,bisque,bIsk,5,4,1,4,1,bisque,1,4,370,4,34,3,20,96,3,749555,5,1
testy,17179,testy,tEsti,5,3,2,2,3,testy,2,5,390,5,19,7,49,222,59,169557,6,1
brandy,2143,brandy,br@ndi,3,1,2,2,1,brandy,2,6,492,7,19,13,567,1364,123,2246036,7,1
curd,4314,curd,kRd,19,17,2,11,8,curd,1,3,383,4,79,15,22,201,18,285733,4,1
swear,16803,swear,swEr,11,9,2,8,3,swear,1,4,510,6,30,9,4496,2486,485,3082820,5,1
knight,9536,knight,nYt,24,22,2,19,5,knight,1,3,363,7,76,3,1365,3008,341,12571023,4,1
bunk,2321,bunk,b^Gk,14,10,4,9,5,bunk,1,4,509,5,43,26,320,1034,96,1645649,5,1
swat,16799,swat,swat,16,13,3,7,9,swat,1,4,526,5,30,17,196,882,208,1476384,5,1
mute,11314,mute,myut,6,4,2,3,3,mute,1,4,310,5,17,22,127,922,79,2352445,5,1
own,12221,own,on,27,13,14,18,9,own,1,2,315,4,123,17,23419,155358,30390,232021125,3,1
easel,5421,easel,izL,6,3,3,4,2,easel,2,4,416,5,16,10,14,584,11,791426,5,1
spear,16069,spear,spIr,15,13,2,7,8,spear,1,4,482,6,30,16,232,1183,95,2945997,5,1
agitate,411,agitate,@J|tet,2,1,1,1,1,agitate,3,6,495,8,4,1,22,108,10,129541,7,1
freight,6791,freight,fret,17,14,3,9,8,freight,1,4,364,8,45,2,196,1231,154,8453128,5,1
sat,15151,sat,s@t,32,28,4,24,8,sat,1,3,461,4,82,57,1459,29649,2703,70649302,4,1
den,4675,den,dEn,33,29,4,22,11,den,1,3,332,4,127,57,312,1924,115,13652148,4,1
shore,15598,shore,Sor,28,23,5,21,7,shore,1,3,483,6,124,26,1013,6645,841,12569355,4,1
doe,5145,doe,do,29,18,11,14,15,doe,1,2,409,4,165,57,221,2024,398,7947836,3,1
cede,2811,cede,sid,27,22,5,15,12,cede,1,3,456,5,143,13,6,232,31,207651,4,1
profession,13713,profession,prxfES|n,2,1,1,1,1,profession,3,8,465,11,3,3,461,6691,677,9208483,9,1
know,9546,know,no,27,19,8,14,13,know,1,2,358,5,161,12,291780,412099,244658,306133754,3,1
table,16902,table,tebL,9,7,2,8,1,table,2,5,326,6,25,16,5387,73702,4844,165344305,6,1
bark,1545,bark,bark,15,11,4,7,8,bark,1,4,334,5,78,37,280,2199,149,3560716,5,1
pate,12527,pate,pet,34,27,7,23,11,pate,1,3,628,5,99,44,33,440,46,847730,4,1
candy,2533,candy,k@ndi,10,6,4,3,7,candy,2,5,494,6,43,23,1825,5139,929,13780648,6,1
pope,13303,pope,pop,22,21,1,16,6,pope,1,3,386,5,55,28,546,6188,2078,8561616,4,1
lodge,10078,lodge,laJ,10,8,2,3,7,lodge,1,3,472,6,46,12,341,2939,206,21541414,4,1
stellar,16330,stellar,stElX,2,1,1,1,1,stellar,2,5,589,8,42,3,41,1597,70,3063048,6,1
port,13331,port,port,18,13,5,9,9,port,1,4,324,5,53,32,741,8260,1363,78056223,5,1
ram,14197,ram,r@m,31,24,7,19,12,ram,1,3,441,4,122,69,328,1808,149,23869519,4,1
dad,4395,dad,d@d,21,18,3,16,5,dad,1,3,338,4,73,49,25870,21958,5221,15150692,4,1
bunt,2324,bunt,b^nt,12,8,4,8,4,bunt,1,4,326,5,59,25,41,140,5,374480,5,1
sister,15734,sister,sIstX,3,1,2,1,2,sister,2,5,539,7,23,10,9207,22963,4537,25043263,6,1
repeat,14592,repeat,rIpit,3,2,1,1,2,repeat,2,5,413,7,9,5,1684,7027,1122,14026113,6,1
born,2071,born,born,14,11,3,10,4,born,1,4,447,5,69,36,4268,26161,4839,52455025,5,1
lost,10127,lost,lcst,9,7,2,6,3,lost,1,4,555,4,21,32,13974,54622,13166,74759559,4,1
wise,19090,wise,wYz,15,13,2,5,10,wise,1,3,565,5,130,31,1452,6481,1208,13316928,4,1
dawn,4465,dawn,dcn,19,16,3,16,3,dawn,1,3,345,5,101,20,1301,6154,737,12224273,4,1
caught,2779,caught,kct,23,20,3,17,6,caught,1,3,477,6,134,6,4791,23155,4521,17750070,4,1
mice,10783,mice,mYs,22,20,2,15,7,mice,1,3,462,5,84,27,335,2197,180,11969407,4,1
okay,11902,okay,oke,6,3,3,3,3,okay,2,3,405,5,41,10,102320,24970,10346,15370861,4,1
pill,12998,pill,pIl,36,32,4,25,11,pill,1,3,325,5,114,32,603,2625,802,12755636,4,1
school,15240,school,skul,8,7,1,3,5,school,1,4,576,7,26,6,16989,167495,21082,343078373,5,1
person,12787,person,pRsN,4,2,2,1,3,person,2,5,449,7,25,19,10857,67736,21357,146754599,6,1
kill,9480,kill,kIl,36,31,5,26,10,kill,1,3,424,5,145,32,23081,20637,6580,24861591,4,1
tare,16992,tare,tEr,23,20,3,20,3,tare,1,3,305,4,52,37,4,112,0,232510,4,1
mastery,10523,mastery,m@stXi,2,1,1,1,1,mastery,3,6,584,7,8,5,29,1984,44,2161704,6,3
small,15849,small,smcl,5,4,1,2,3,small,1,4,537,6,19,10,6373,102490,12092,208378995,5,1
shell,15556,shell,SEl,21,18,3,16,5,shell,1,3,444,6,115,20,674,6341,709,20602041,4,1
knead,9527,knead,nid,21,16,5,11,10,knead,1,3,408,6,105,3,9,295,3,238706,4,1
norm,11661,norm,norm,8,5,3,3,5,norm,1,4,378,5,26,13,170,3140,445,5303059,5,1
lyre,10211,lyre,lYr,25,23,2,15,10,lyre,1,3,344,4,64,18,4,98,4,300168,4,
ample,658,ample,@mpL,3,1,2,2,1,ample,2,5,363,5,11,6,93,2127,134,3187842,4,1
fist,6462,fist,fIst,11,9,2,9,2,fist,1,4,599,5,54,29,375,3144,256,7324058,5,1
feast,6281,feast,fist,10,8,2,8,2,feast,1,4,489,6,33,13,342,2087,157,4166305,5,1
lot,10128,lot,lat,31,26,5,26,5,lot,1,3,407,4,118,48,29066,134263,73125,106410684,4,1
near,11437,near,nIr,25,23,2,19,6,near,1,3,348,5,86,25,4238,44184,5639,81655363,4,1
stream,16458,stream,strim,6,5,1,1,5,stream,1,5,624,7,22,5,410,7055,462,38598566,6,1
flop,6562,flop,flap,9,7,2,5,4,flop,1,4,354,5,18,18,118,836,240,2648219,5,1
clap,3239,clap,kl@p,16,11,5,4,12,clap,1,4,223,5,38,17,241,574,79,1497714,5,1
pest,12821,pest,pEst,19,16,3,14,5,pest,1,4,609,5,51,32,146,1114,54,6639404,5,1
ankle,746,ankle,@GkL,4,2,2,1,3,ankle,2,5,392,6,7,5,409,3203,197,4147085,6,1
goat,7260,goat,got,26,20,6,19,7,goat,1,3,327,5,73,20,537,2377,145,5235987,4,1
matrimonial,10554,matrimonial,m@trxmoniL,2,1,1,1,1,matrimonial,5,11,772,9,1,2,15,131,20,977357,10,2
mitre,10976,mitre,mYtX,11,10,1,7,4,mitre,2,5,401,5,7,9,2,52,4,714477,5,1
follow,6624,follow,falo,7,6,1,6,1,follow,2,4,407,7,42,4,6283,27283,4922,68984111,5,1
aught,1286,aught,ct,23,10,13,15,8,aught,1,2,304,5,71,9,18,50,6,209706,3,1
cold,3432,cold,kold,15,11,4,10,5,cold,1,4,408,5,76,29,6638,33636,4763,40844411,5,1
smelled,15855,smelled,smEld,3,1,2,1,2,smelled,1,5,593,7,10,4,404,2973,150,670183,5,2
since,15710,since,sIns,8,7,1,4,4,since,1,4,560,6,30,7,16064,124182,21334,214305928,5,1
afraid,377,afraid,xfred,2,1,1,1,1,afraid,2,5,536,4,1,0,12631,16554,5014,10859260,4,1
bead,1630,bead,bid,26,21,5,17,9,bead,1,3,459,5,114,26,57,761,12,4917836,4,1
chuckle,3150,chuckle,C^kL,5,4,1,3,2,chuckle,2,5,379,8,11,4,81,904,47,635926,6,1
aid,432,aid,ed,20,12,8,12,8,aid,1,2,342,4,101,49,709,17622,4037,50038814,3,1
wary,18820,wary,w@ri,11,10,1,9,2,wary,2,4,539,4,99,35,38,2227,207,1303191,5,1
steal,16319,steal,stil,11,9,2,2,9,steal,1,4,470,6,59,13,2720,3593,835,6258499,5,1
rattle,14270,rattle,r@tL,9,7,2,5,4,rattle,2,5,459,7,26,13,172,1085,95,1162261,6,1
arc,979,arc,ark,11,3,8,7,4,arc,1,3,300,4,60,28,247,2417,132,12243165,4,1
rider,14812,rider,rYdX,6,4,2,3,3,rider,2,4,323,6,68,28,393,2159,137,8989575,5,2
revel,14742,revel,rEvL,9,7,2,5,4,revel,2,5,327,6,24,17,41,330,20,546277,6,1
chute,3160,chute,Sut,17,16,1,16,1,chute,1,3,422,6,75,7,184,757,50,834005,4,1
trade,17567,trade,tred,13,9,4,4,9,trade,1,4,460,6,30,8,1795,33288,6150,110088441,5,1
yank,19238,yank,y@Gk,12,9,3,10,2,yank,1,4,440,5,36,24,240,578,44,646395,5,1
perjure,12752,perjure,pRJX,5,3,2,2,3,perjure,2,4,374,8,10,4,8,13,5,13874,5,1
smack,15848,smack,sm@k,9,7,2,5,4,smack,1,4,515,6,26,12,485,1065,182,1453682,5,1
buggy,2287,buggy,b^gi,5,4,1,3,2,buggy,2,4,328,5,43,10,127,559,54,1955438,5,2
bland,1891,bland,bl@nd,8,6,2,7,1,bland,1,5,386,6,19,21,55,1107,72,1607626,6,1
dare,4439,dare,dEr,26,24,2,17,9,dare,1,3,419,5,131,41,2826,3393,579,6534911,4,1
pray,13455,pray,pre,15,10,5,9,6,pray,1,3,329,5,50,21,1847,4496,1123,8562999,4,1
bullet,2299,bullet,bUl|t,5,3,2,4,1,bullet,2,5,431,7,11,9,1950,4323,1084,7442894,6,1
pup,13965,pup,p^p,21,17,4,11,10,pup,1,3,258,4,44,22,164,703,41,1569421,4,1
bread,2159,bread,brEd,15,12,3,7,8,bread,1,4,327,6,45,18,1445,10191,846,13576239,5,1
east,5422,east,ist,8,2,6,7,1,east,1,3,484,5,29,28,2527,40017,8347,135047057,4,1
net,11508,net,nEt,26,23,3,20,6,net,1,3,473,4,91,50,793,10909,1287,116889743,4,1
jetty,9324,jetty,JEti,4,3,1,2,2,jetty,2,4,419,5,67,13,13,147,7,765224,4,2
wink,19078,wink,wIGk,14,10,4,10,4,wink,1,4,392,5,58,33,180,1037,117,2195002,5,1
pal,12275,pal,p@l,20,19,1,10,10,pal,1,3,469,4,82,47,2937,1803,312,9995683,4,1
capsule,2602,capsule,k@psL,3,1,2,2,1,capsule,2,6,495,8,13,1,130,1201,191,3315216,7,1
coven,4082,coven,k^vxn,2,1,1,1,1,coven,2,5,459,6,19,25,30,78,3,295821,6,1
soar,15919,soar,sor,32,22,10,24,8,soar,1,3,517,5,138,24,78,769,82,1730435,4,1
coffer,3403,coffer,kcfX,3,1,2,1,2,coffer,2,4,454,7,28,12,5,37,4,96057,5,1
prude,13875,prude,prud,10,9,1,4,6,prude,1,4,342,6,33,9,70,51,5,96547,5,1
gun,7512,gun,g^n,20,18,2,14,6,gun,1,3,278,4,112,34,10873,20046,5799,22838661,4,1
rear,14315,rear,rIr,32,29,3,21,11,rear,1,3,489,5,101,35,634,7406,459,22323354,4,1
petty,12845,petty,pEti,9,8,1,6,3,petty,2,4,263,5,69,21,438,1977,394,3195594,5,2
cherry,3022,cherry,CEri,10,8,2,9,1,cherry,2,4,411,7,98,8,693,3902,400,12858592,5,1
rivet,14867,rivet,rIvxt,7,5,2,5,2,rivet,2,5,428,6,10,7,17,112,7,616847,6,1
hobby,7945,hobby,habi,7,6,1,3,4,hobby,2,4,377,6,34,6,354,1412,134,8237250,5,2
pulley,13931,pulley,pUli,6,4,2,4,2,pulley,2,4,346,7,34,10,22,288,18,1139985,5,1
chew,3033,chew,Cu,20,19,1,18,2,chew,1,2,404,5,135,25,462,1120,177,1948216,3,1
pitch,13055,pitch,pIC,24,21,3,13,11,pitch,1,3,372,6,67,15,792,6672,801,9800806,4,1
arraign,1055,arraign,xren,10,7,3,8,2,arraign,2,3,487,8,101,0,7,4,1,16889,4,1
furry,6899,furry,fRi,16,12,4,7,9,furry,2,3,479,5,70,16,122,536,47,1887605,4,2
aisle,443,aisle,Yl,23,11,12,19,4,aisle,1,2,393,6,124,5,379,2990,663,1917319,3,1
champ,2916,champ,C@mp,9,8,1,8,1,champ,1,4,385,6,24,14,771,1171,134,2872397,5,1
folly,6625,folly,fali,11,10,1,10,1,folly,2,4,459,5,81,17,74,749,52,1367992,5,1
plight,13156,plight,plYt,11,8,3,6,5,plight,1,4,370,4,25,5,63,1579,278,1330993,4,1
toy,17556,toy,tO,12,10,2,4,8,toy,1,2,326,4,73,44,859,4278,590,26931464,3,1
wade,18737,wade,wed,24,21,3,16,8,wade,1,3,489,5,91,32,840,3968,886,4793167,4,1
rally,14196,rally,r@li,9,8,1,8,1,rally,2,4,456,6,84,22,368,4376,1704,9156520,5,1
blank,1893,blank,bl@Gk,7,4,3,6,1,blank,1,5,350,6,18,17,495,4211,839,18151617,6,1
plume,13172,plume,plum,7,5,2,5,2,plume,1,4,418,6,19,11,24,670,64,1269109,5,1
search,15325,search,sRC,11,9,2,6,5,search,1,3,481,7,37,2,2467,22428,3836,1024100061,4,1
shove,15610,shove,S^v,7,6,1,3,4,shove,1,3,496,6,32,13,674,1017,194,847364,4,1
slope,15829,slope,slop,9,7,2,3,6,slope,1,4,360,6,27,12,150,3582,231,6470260,5,1
struck,16504,struck,str^k,8,6,2,2,6,struck,1,5,462,7,25,8,826,10968,2270,8489716,6,1
seam,15319,seam,sim,22,18,4,10,12,seam,1,3,454,5,115,32,33,703,17,1640179,4,1
ache,165,ache,ek,24,12,12,15,9,ache,1,2,329,5,89,19,127,1047,60,1073348,3,1
german,7117,german,JRmxn,5,4,1,4,1,german,2,5,380,7,47,30,1624,15726,1764,53712683,6,2
core,3958,core,kor,36,26,10,20,16,core,1,3,409,5,166,53,501,13514,1639,51254699,4,1
chose,3120,chose,Coz,12,11,1,9,3,chose,1,3,492,6,84,16,952,9686,1744,9409845,4,1
couch,4036,couch,kWC,9,7,2,6,3,couch,1,3,416,6,48,14,1197,5195,561,4581367,4,1
gamut,6978,gamut,g@mxt,3,2,1,1,2,gamut,2,5,559,5,11,3,13,458,64,559805,6,1
office,11884,office,cfxs,3,2,1,1,2,office,2,4,613,7,9,4,10399,62461,12963,266797332,5,1
ward,18795,ward,word,21,15,6,11,10,ward,1,4,344,5,63,30,727,5753,916,14829346,5,1
shrew,15618,shrew,Sru,9,6,3,7,2,shrew,1,3,416,6,46,6,42,130,5,382770,4,1
news,11539,news,nuz,16,12,4,9,7,news,1,3,503,5,110,19,8399,83198,45830,755449582,4,1
shale,15519,shale,Sel,27,26,1,21,6,shale,1,3,492,6,120,21,9,748,47,769742,4,1
aloe,542,aloe,@lo,20,11,9,14,6,aloe,2,3,519,4,64,12,15,158,10,1897405,4,1
flicker,6537,flicker,flIkX,5,3,2,2,3,flicker,2,5,472,8,18,8,35,805,34,814398,6,2
corpus,3985,corpus,korpxs,2,1,1,1,1,corpus,2,6,474,7,6,8,77,1334,200,5137372,7,1
porter,13339,porter,portX,4,3,1,2,2,porter,2,5,411,7,26,19,795,2886,454,7153875,6,1
it,9252,it,It,27,13,14,19,8,it,1,2,310,3,74,48,963712,2453309,843024,2813166778,3,1
straight,16433,straight,stret,8,4,4,1,7,straight,1,5,467,9,22,2,6244,22886,4628,32554215,6,1
branch,2140,branch,br@nC,5,3,2,3,2,branch,1,5,529,7,18,9,514,7650,982,36712567,6,1
worry,19175,worry,wRi,12,10,2,4,8,worry,2,3,479,6,65,10,14638,16900,4473,13244897,4,1
quash,14078,quash,kwaS,5,4,1,2,3,quash,1,4,579,6,7,4,11,123,10,209847,5,1
eat,5427,eat,it,24,11,13,17,7,eat,1,2,268,4,80,39,12846,24034,4479,29245847,3,1
curb,4313,curb,kRb,12,11,1,5,7,curb,1,3,495,5,58,9,209,2718,279,3509520,4,1
lose,10124,lose,luz,17,14,3,9,8,lose,1,3,499,5,145,47,8382,21791,6458,24140555,4,1
race,14143,race,res,29,22,7,17,12,race,1,3,463,5,120,41,3157,34563,9930,52301684,4,1
snuffle,15913,snuffle,sn^fL,5,4,1,3,2,snuffle,2,6,560,6,3,4,0,14,0,19185,5,1
pattern,12564,pattern,p@tXn,3,1,2,2,1,pattern,2,5,382,8,14,4,738,13055,1370,34126320,6,1
jungle,9414,jungle,J^GgL,3,2,1,2,1,jungle,2,6,398,7,7,6,1151,3048,406,7152235,7,1
lend,9811,lend,lEnd,17,14,3,12,5,lend,1,4,469,5,54,32,595,2298,378,2927365,5,1
gravel,7380,gravel,gr@vL,6,4,2,4,2,gravel,2,6,579,7,14,16,73,2430,92,3294483,7,1
zoom,19332,zoom,zum,8,7,1,7,1,zoom,1,3,529,5,30,8,181,1030,130,31376977,4,1
groom,7443,groom,grum,10,8,2,3,7,groom,1,4,364,6,41,10,399,1127,128,2637912,5,1
lust,10198,lust,l^st,13,11,2,11,2,lust,1,4,497,5,40,26,284,1465,125,3107455,5,1
tights,17355,tights,tYts,4,3,1,1,3,tights,1,4,513,6,56,7,135,582,81,2023147,4,1
bar,1524,bar,bar,24,17,7,12,12,bar,1,3,499,4,146,57,4385,20009,1962,77386125,4,1
game,6971,game,gem,20,17,3,11,9,game,1,3,314,5,61,30,11926,62889,8574,227136152,4,1
fact,6158,fact,f@kt,6,3,3,3,3,fact,1,4,444,5,29,15,8801,92841,36348,93809393,5,1
hip,7917,hip,hIp,28,27,1,19,9,hip,1,3,280,4,68,30,786,7043,914,26833132,4,1
fin,6420,fin,fIn,30,26,4,20,10,fin,1,3,372,4,119,40,174,977,60,5934857,4,1
moth,11185,moth,mcT,8,7,1,5,3,moth,1,3,450,5,46,31,116,797,37,1579676,4,1
pike,12989,pike,pYk,23,20,3,15,8,pike,1,3,417,5,71,26,234,1784,217,5086607,4,1
array,1059,array,xre,12,9,3,10,2,array,2,2,423,6,129,2,108,4855,280,25151784,3,1
billow,1831,billow,bIlo,11,9,2,5,6,billow,2,4,363,7,54,9,5,96,11,53209,5,1
nine,11571,nine,nYn,21,19,2,16,5,nine,1,3,409,5,77,28,3441,25698,5927,26811323,4,1
my,11327,my,mY,32,24,8,17,15,my,1,2,364,3,129,39,344899,577200,129097,1059793441,3,1
title,17412,title,tYtL,10,8,2,5,5,title,2,5,311,6,23,6,947,14579,1630,196685478,6,1
chess,3026,chess,CEs,11,9,2,8,3,chess,1,3,505,6,50,8,380,1812,305,8298391,4,1
tumor,17830,tumor,tumX,4,3,1,1,3,tumor,2,4,429,6,26,7,263,2659,406,7430725,5,1
chat,2982,chat,C@t,22,17,5,16,6,chat,1,3,346,5,60,32,830,2994,745,83643143,4,1
slum,15839,slum,sl^m,14,12,2,5,9,slum,1,4,519,5,36,21,65,568,75,617168,5,1
auto,1319,auto,cto,4,2,2,2,2,auto,2,3,319,5,16,6,391,6883,1551,94703300,4,1
mule,11244,mule,myul,6,4,2,3,3,mule,1,4,509,5,19,14,358,1190,66,2139180,5,1
jaw,9300,jaw,Jc,15,14,1,11,4,jaw,1,2,399,4,59,28,364,3227,239,2798439,3,1
audit,1280,audit,cd|t,2,1,1,1,1,audit,2,4,359,6,2,8,57,2290,194,20786450,5,1
frail,6759,frail,frel,11,8,3,6,5,frail,1,4,579,6,47,9,81,1090,119,703525,5,1
grit,7432,grit,grIt,12,9,3,1,11,grit,1,4,412,5,48,16,48,897,79,1282250,5,1
float,6554,float,flot,13,11,2,3,10,float,1,4,479,6,25,8,381,2463,227,8810443,5,1
plush,13186,plush,pl^S,9,8,1,4,5,plush,1,4,423,5,12,7,28,799,44,4693277,4,1
sham,15523,sham,S@m,15,13,2,10,5,sham,1,3,448,5,76,39,77,633,134,1600848,4,1
sharp,15534,sharp,Sarp,5,4,1,2,3,sharp,1,4,466,6,38,17,1213,11487,987,24906789,5,1
head,7717,head,hEd,25,22,3,17,8,head,1,3,352,5,92,27,18947,95333,12269,113328496,4,1
guest,7490,guest,gEst,15,13,2,13,2,guest,1,4,449,6,47,8,2037,9460,3967,55295435,5,1
sparse,16056,sparse,spars,3,1,2,1,2,sparse,1,5,524,7,12,4,11,910,38,1745258,6,1
hid,7883,hid,hId,25,23,2,15,10,hid,1,3,368,4,63,30,596,1921,255,2213796,4,1
hew,7866,hew,hyu,9,5,4,7,2,hew,1,3,363,4,61,39,8,193,10,356064,4,1
shake,15516,shake,Sek,24,22,2,17,7,shake,1,3,408,6,75,20,2021,6081,1107,6841547,4,1
tart,17000,tart,tart,14,8,6,9,5,tart,1,4,322,5,37,30,122,1336,78,1363526,5,1
wipe,19085,wipe,wYp,14,12,2,5,9,wipe,1,3,268,5,59,19,861,2483,391,2841610,4,1
