node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP,NumMorphs
15783,slate,slet,18,15,3,8,10,slate,1,4,480,6,35,19,165,1827,399,3815353,5,1
16320,stealth,stElT,1,1,0,0,1,stealth,1,5,536,8,8,1,142,939,185,3431743,6,1
4016,cosmic,kazmIk,1,0,1,1,0,cosmic,2,6,512,5,2,4,184,2370,99,4195062,6,1
2068,border,bordX,4,2,2,3,1,border,2,5,317,7,27,16,876,16213,5031,23235033,6,1
1785,beyond,biand,2,1,1,2,0,beyond,2,5,468,6,5,0,2200,35771,5334,47318022,3,1
17172,tester,tEstX,5,3,2,3,2,tester,2,5,492,7,38,31,17,1175,30,3366908,6,2
16797,swash,swaS,10,9,1,2,8,swash,1,4,596,6,17,9,5,37,1,272310,5,NA
9320,jest,JEst,18,16,2,15,3,jest,1,4,452,5,53,25,68,266,22,866519,5,1
15726,sip,sIp,28,25,3,21,7,sip,1,3,417,4,83,44,260,2026,108,5433773,4,1
1870,bitter,bItX,10,7,3,5,5,bitter,2,4,277,7,40,22,568,5177,1040,4997265,5,1
11306,muster,m^stX,7,4,3,4,3,muster,2,5,540,7,32,21,76,1007,115,952213,6,1
15545,sheath,SiT,11,10,1,4,7,sheath,1,3,449,7,55,6,25,520,18,1252872,4,1
2414,caddy,k@di,12,9,3,3,9,caddy,2,4,505,6,59,13,145,260,21,1095654,5,2
2997,check,CEk,15,14,1,12,3,check,1,3,367,6,65,9,14228,26608,6771,244508125,4,1
16093,speed,spid,8,7,1,3,5,speed,1,4,565,6,35,14,2104,21292,2015,83140238,5,1
8217,ice,Ys,16,7,9,11,5,ice,1,2,439,4,99,26,4057,21972,2530,41717036,3,1
125,acclaim,xklem,2,1,1,2,0,acclaim,2,5,540,8,5,1,22,561,66,1784066,6,1
1009,are,ar,19,6,13,14,5,are,1,2,363,4,120,70,265672,1179225,335425,2393621713,3,1
13396,pot,pat,34,29,5,25,9,pot,1,3,324,4,108,47,1149,8122,836,12930337,4,1
13161,plough,plW,6,6,0,2,4,plough,1,3,350,7,28,7,54,100,11,797262,4,1
6416,filter,fIltX,3,2,1,2,1,filter,2,5,581,7,14,9,162,3128,201,54112798,6,1
3151,chug,C^g,13,13,0,10,3,chug,1,3,442,5,29,12,119,142,12,184716,4,1
17579,trait,tret,19,15,4,9,10,trait,1,4,357,6,43,9,55,2261,92,1705417,5,1
17719,trill,trIl,15,13,2,8,7,trill,1,4,469,6,36,17,6,86,3,172713,5,1
10207,lying,lYIG,3,0,3,3,0,lying,2,4,619,3,26,10,4472,10208,2254,8260845,3,2
4095,cowlick,kWlIk,3,2,1,2,1,cowlick,2,5,427,8,8,2,4,55,0,13785,6,1
6830,frontal,fr^ntL,1,0,1,0,1,frontal,2,7,446,7,1,0,96,996,113,1692472,6,2
2532,candor,k@ndX,10,8,2,4,6,candor,2,5,464,5,34,6,51,561,134,371814,5,1
7292,goody,gUdi,3,1,2,1,2,goody,2,4,399,6,20,20,181,281,57,733518,5,1
12956,pick,pIk,34,27,7,20,14,pick,1,3,305,5,101,28,10118,24469,6179,38550279,4,1
19195,wreck,rEk,18,17,1,13,5,wreck,1,3,321,6,121,9,697,1804,332,2448625,4,1
13106,plaque,pl@k,12,9,3,6,6,plaque,1,4,375,7,35,3,106,1211,82,3850588,5,1
16780,swaddle,swadL,2,1,1,2,0,swaddle,2,6,464,5,2,3,4,25,1,37523,5,1
18596,virile,vIrL,5,4,1,1,4,virile,2,5,550,6,8,0,33,124,9,103815,6,1
18364,veal,vil,20,17,3,18,2,veal,1,3,386,5,127,20,181,581,34,1002995,4,1
198,across,xkrcs,2,0,2,2,0,across,2,5,606,5,8,2,4801,74527,11899,76600131,4,1
7116,germ,JRm,7,7,0,6,1,germ,1,3,317,5,29,17,64,610,77,1575223,4,1
10140,love,l^v,11,10,1,5,6,love,1,3,363,5,40,31,56864,84549,24659,201087618,4,1
19086,wire,wYr,22,19,3,13,9,wire,2,3,519,5,114,36,1403,7556,882,31120754,4,1
10644,meeting,mitIG,2,2,0,2,0,meeting,2,5,420,8,19,4,6752,32229,7993,120815168,6,2
17413,titled,tYtLd,1,0,1,0,1,titled,2,6,419,6,7,5,35,2730,361,5523946,6,2
13515,preen,prin,6,5,1,2,4,preen,1,4,579,6,41,11,3,59,4,77273,5,1
17761,troop,trup,10,9,1,3,7,troop,1,4,373,6,44,9,296,2428,651,2613768,5,1
331,aeronaut,@rxnct,1,0,1,0,1,aeronaut,3,6,502,9,2,0,0,12,0,58911,5,NA
12997,piling,pYlIG,3,3,0,3,0,piling,2,5,480,7,18,9,72,776,171,690226,6,1
6189,fallout,fclWt,2,0,2,1,1,fallout,2,5,619,8,4,2,111,1308,564,1293318,6,1
2538,canned,k@nd,16,10,6,8,8,canned,1,4,402,7,57,14,214,1814,121,2721212,5,2
8002,hooey,hui,8,6,2,2,6,hooey,2,3,420,4,85,12,43,52,12,53374,3,NA
15282,screen,skrin,2,2,0,0,2,screen,1,5,688,7,10,3,1193,18341,3001,77185904,6,1
7866,hew,hyu,9,5,4,7,2,hew,1,3,363,4,61,39,8,193,10,356064,4,1
18769,wall,wcl,23,19,4,18,5,wall,1,3,529,5,117,41,3605,38049,7457,59434857,4,1
17358,till,tIl,35,28,7,26,9,till,1,3,286,5,108,29,8503,6230,1572,16385076,4,1
15599,shorn,Sorn,11,9,2,8,3,shorn,1,4,569,5,44,17,13,298,4,144151,4,1
9851,level,lEvL,6,6,0,3,3,level,2,5,341,6,21,14,2633,64540,8543,202574338,6,1
6860,full,fUl,15,14,1,13,2,full,1,3,659,5,48,23,8512,61522,9168,309938387,4,1
4758,design,dIzYn,2,2,0,2,0,design,2,5,512,7,8,5,826,29783,1364,264467230,6,2
7387,gravy,grevi,1,0,1,0,1,gravy,2,5,354,5,13,4,269,1095,163,1441871,6,1
13637,primer,prImX,2,1,1,0,2,primer,2,5,426,7,19,9,30,816,37,4864138,6,2
2304,bully,bUli,8,7,1,6,2,bully,2,4,411,6,48,17,368,1363,308,1532418,5,2
5302,drove,drov,11,8,3,5,6,drove,1,4,382,6,17,13,1472,10358,1540,5545848,5,1
14072,quarter,kwortX,3,2,1,0,3,quarter,2,5,463,8,44,2,1327,15838,2647,36134893,6,1
2002,bog,bcg,13,13,0,9,4,bog,1,3,533,4,85,38,49,500,25,1227297,4,1
5746,envy,Envi,2,1,1,0,2,envy,2,4,399,4,10,4,487,1754,219,2466070,5,1
14669,resin,rEzN,5,5,0,4,1,resin,2,5,478,6,17,11,30,615,11,4967033,6,2
907,applause,xplcz,1,1,0,0,1,applause,2,5,622,7,4,0,576,3031,1544,1705835,5,1
5113,divide,dxvYd,4,4,0,0,4,divide,2,5,483,7,14,5,298,4726,815,6625935,6,1
14819,rife,rYf,18,16,2,7,11,rife,1,3,333,5,64,18,26,475,46,678405,4,1
15946,soil,sOl,13,10,3,12,1,soil,1,3,487,5,59,21,397,12714,772,23955630,4,1
6825,frolic,fralIk,1,0,1,1,0,frolic,2,6,425,7,10,2,42,143,11,289348,7,1
9457,keep,kip,21,19,2,18,3,keep,1,3,335,5,109,19,35846,85894,21749,119614141,4,1
6305,feel,fil,30,27,3,24,6,feel,1,3,426,5,142,25,31989,85845,27081,91932639,4,1
3960,cork,kork,11,9,2,4,7,cork,1,4,410,5,80,24,146,802,53,5504784,5,1
14129,quote,kwot,8,5,3,1,7,quote,1,4,316,6,11,4,488,7438,5178,139243057,5,1
12376,par,par,27,18,9,14,13,par,1,3,399,4,111,52,253,3108,201,16653162,4,1
17521,toss,tcs,10,9,1,5,5,toss,1,3,482,5,54,34,632,4350,342,2645572,4,1
2071,born,born,14,11,3,10,4,born,1,4,447,5,69,36,4268,26161,4839,52455025,5,1
16236,squirt,skwRt,5,3,2,1,4,squirt,1,5,475,7,6,4,140,341,24,6127116,6,1
4163,creepy,kripi,1,0,1,0,1,creepy,2,5,365,6,14,4,568,898,194,1697316,6,2
15593,shoe,Su,25,22,3,19,6,shoe,1,2,470,5,157,19,1550,4357,799,16344743,3,1
6351,fetch,fEC,9,8,1,4,5,fetch,1,3,488,6,38,8,559,1278,55,2898830,4,1
9264,ivory,Yvri,3,1,2,2,1,ivory,3,4,395,6,12,2,71,2138,215,7146890,5,1
4486,dearth,dRT,10,9,1,7,3,dearth,1,3,459,5,33,4,5,516,15,372449,4,1
17534,toupee,tupe,1,1,0,1,0,toupee,2,4,589,5,9,0,64,94,14,101483,4,NA
5388,dwell,dwEl,6,2,4,4,2,dwell,1,4,488,6,20,13,142,987,142,2014710,5,1
180,acquaint,xkwent,1,0,1,1,0,acquaint,2,6,520,9,1,0,20,114,6,368772,7,1
7527,guttural,g^tXL,1,0,1,0,1,guttural,3,6,450,5,0,0,8,193,4,104317,5,1
4115,crafty,kr@fti,2,1,1,1,1,crafty,2,6,446,6,11,5,53,285,35,1034420,6,2
15150,sassy,s@si,3,3,0,1,2,sassy,2,4,568,6,50,6,164,372,44,1659608,5,1
6363,few,fyu,12,6,6,7,5,few,1,3,521,4,53,28,15393,123736,21412,135137447,4,1
15109,sample,s@mpL,2,1,1,2,0,sample,2,6,529,7,14,10,744,17358,565,68958024,7,1
17512,torrid,tcr|d,1,1,0,0,1,torrid,2,5,405,6,15,3,28,140,18,244508,5,1
15806,slice,slYs,8,5,3,3,5,slice,1,4,530,6,23,15,435,4111,298,4630221,5,1
3216,city,sIti,7,6,1,5,2,city,2,4,365,5,42,4,8624,110435,20881,390573240,5,1
15842,slung,sl^G,14,11,3,6,8,slung,1,4,454,4,15,9,16,862,17,255720,4,1
7576,hail,hel,30,26,4,25,5,hail,1,3,378,5,143,35,613,1374,257,2796792,4,1
8256,if,If,13,10,3,5,8,if,1,2,375,3,46,26,180610,589059,179701,1134988791,3,1
10021,litter,lItX,13,10,3,8,5,litter,2,4,371,7,53,22,200,1336,105,3706977,5,1
3169,cinch,sInC,8,6,2,5,3,cinch,1,4,529,6,26,13,182,354,31,427775,5,1
2074,borrow,baro,9,8,1,3,6,borrow,2,4,325,7,85,10,1495,2592,636,4137645,5,1
5304,drown,drWn,9,8,1,4,5,drown,1,4,406,6,17,7,540,1044,221,1156106,5,1
1379,aware,xwEr,4,3,1,4,0,aware,2,4,559,6,14,5,1818,16138,3300,25701095,5,1
15937,soda,sodx,2,2,0,1,1,soda,2,4,459,5,37,24,1012,2907,249,3957574,5,1
15866,smitten,smItN,1,0,1,1,0,smitten,2,6,502,6,7,1,62,359,56,382659,6,1
14985,rule,rul,23,18,5,14,9,rule,1,3,431,5,127,30,2455,19681,3592,57915711,4,1
1816,bike,bYk,19,18,1,14,5,bike,1,3,316,5,101,25,1320,8894,700,24289265,4,1
19263,yes,yEs,9,8,1,6,3,yes,1,3,442,4,49,31,101835,106971,69475,159601314,4,1
7234,glow,glo,13,7,6,8,5,glow,1,3,308,5,50,17,293,3916,139,5332631,4,1
2119,boy,bO,13,11,2,5,8,boy,1,2,329,4,87,46,27021,38579,8028,58670588,3,1
4577,defense,dxfEns,2,1,1,1,1,defense,2,6,592,8,1,3,1665,36649,12893,37819960,7,1
15606,shot,Sat,23,23,0,20,3,shot,1,3,370,5,96,22,11599,32589,8559,41618912,4,1
530,alloy,@lO,7,7,0,2,5,alloy,2,3,431,6,20,10,52,566,7,5468839,4,1
9747,leap,lip,30,27,3,15,15,leap,1,3,344,5,108,22,340,3316,461,4774012,4,1
10511,mass,m@s,26,20,6,16,10,mass,1,3,441,5,108,55,880,22769,3003,40377172,4,1
4157,credo,krido,1,0,1,0,1,credo,2,5,377,5,5,4,34,275,21,447449,5,1
7357,granite,gr@n|t,2,0,2,1,1,granite,2,6,417,7,10,1,81,1815,105,4921138,6,1
14392,rectal,rEktL,4,4,0,2,2,rectal,2,6,440,6,6,2,46,228,36,1676607,7,1
1239,attain,xten,7,5,2,4,3,attain,2,4,440,7,18,1,47,1347,66,2668275,5,1
15714,sing,sIG,22,17,5,14,8,sing,1,3,479,5,81,44,4977,8057,2215,11117648,4,1
2471,callow,k@lo,9,8,1,8,1,callow,2,4,426,7,52,9,13,101,8,186826,5,NA
17786,TRUE,tru,18,11,7,8,10,TRUE,1,3,360,5,61,14,12921,50607,15278,96282261,4,1
11127,morale,mX@l,2,2,0,1,1,morale,2,4,520,7,13,6,210,1594,388,1709786,5,1
6736,fought,fct,20,17,3,16,4,fought,1,3,428,5,71,8,1362,8271,2018,5535215,4,1
7531,gym,JIm,14,13,1,8,6,gym,1,3,393,4,63,11,927,4629,561,9874822,4,1
14154,radar,redar,1,1,0,0,1,radar,2,5,430,6,5,9,1811,3359,707,14985698,6,1
2491,camber,k@mbX,5,3,2,4,1,camber,2,5,549,6,20,12,0,62,3,368461,6,1
3398,coerce,koRs,3,2,1,1,2,coerce,2,4,622,7,14,1,21,239,41,350982,5,1
17652,travel,tr@vL,3,2,1,2,1,travel,2,6,567,7,12,8,1702,20340,2914,287722710,7,1
15489,seven,sEvxn,2,2,0,2,0,seven,2,5,417,6,26,16,5327,38656,8497,44237697,6,1
2548,cannot,k@nat,1,0,1,0,1,cannot,2,5,436,6,4,1,6465,84,44,97806,5,1
18984,white,hwYt,11,7,4,3,8,white,1,3,286,6,104,25,8744,120488,26610,209878931,4,1
14665,resign,rIzYn,5,4,1,3,2,resign,2,5,599,7,7,7,257,1862,906,1651986,6,2
1370,avoid,xvOd,3,1,2,3,0,avoid,2,4,487,6,5,5,1239,19865,2682,36508741,5,1
15988,son,s^n,26,24,2,20,6,son,1,3,392,4,110,62,20949,42385,9688,58098266,4,1
16180,sprain,spren,2,1,1,1,1,sprain,1,5,542,7,12,4,43,116,10,241707,6,1
17261,thin,TIn,16,14,2,13,3,thin,1,3,393,5,83,20,1029,14572,1182,16008458,4,1
15912,snuff,sn^f,6,5,1,2,4,snuff,1,4,525,6,14,5,102,343,49,861230,5,1
16667,sulphur,s^lfX,2,1,1,0,2,sulphur,2,5,504,6,5,0,43,245,10,1852248,6,1
13089,plain,plen,10,6,4,4,6,plain,1,4,377,6,56,15,1113,7909,866,23749009,5,1
14425,reef,rif,22,19,3,11,11,reef,1,3,393,5,104,20,204,1612,132,6627391,4,1
10544,math,m@T,15,15,0,8,7,math,1,3,492,5,53,30,836,7192,1162,28636716,4,1
17331,thy,DY,23,21,2,17,6,thy,1,2,433,4,92,18,1243,899,131,10020384,3,1
14279,ravel,r@vL,9,7,2,6,3,ravel,2,5,529,6,23,22,21,178,6,515437,6,1
4182,crew,kru,19,10,9,11,8,crew,1,3,423,5,94,17,2424,11363,2238,22459782,4,1
16456,stray,stre,10,4,6,4,6,stray,1,4,523,6,20,10,272,1494,138,1807545,5,1
136,accord,xkord,4,3,1,4,0,accord,2,5,434,7,12,5,83,2285,284,5034197,6,1
3182,circuit,sRk|t,3,2,1,1,2,circuit,2,5,550,8,11,1,340,5681,849,26918881,6,1
5810,era,Irx,4,2,2,2,2,era,2,3,553,4,90,46,291,15338,1872,16943185,4,1
2812,ceiling,silIG,2,1,1,2,0,ceiling,2,5,552,8,35,4,426,7021,855,10391461,6,1
16245,stack,st@k,16,13,3,6,10,stack,1,4,507,6,59,22,311,3149,282,11091123,5,1
15709,sin,sIn,31,25,6,21,10,sin,1,3,390,4,125,52,813,4503,505,17951039,4,1
18407,venom,vEnM,4,4,0,1,3,venom,2,5,516,6,7,1,119,559,79,1892608,6,1
2540,cannery,k@nXi,4,2,2,1,3,cannery,3,5,545,7,17,4,13,130,2,245544,6,1
17780,truce,trus,9,6,3,1,8,truce,1,4,357,5,35,8,220,764,233,897431,5,1
2689,cartilage,kartLIJ,2,1,1,0,2,cartilage,3,8,549,6,1,0,37,678,61,1325533,7,1
8916,inspect,InspEkt,2,1,1,1,1,inspect,2,7,538,8,4,2,130,1217,171,3286565,8,1
4176,crest,krEst,9,6,3,6,3,crest,1,5,620,6,27,14,107,1328,152,5477034,6,1
3122,chow,CW,10,10,0,9,1,chow,1,2,421,5,76,19,350,639,45,2054998,3,1
9522,knack,n@k,20,19,1,15,5,knack,1,3,449,6,100,8,127,698,50,616898,4,1
4937,dip,dIp,25,23,2,16,9,dip,1,3,302,4,75,31,406,2619,328,5850511,4,1
14499,rehearsal,rIhRsL,2,1,1,1,1,rehearsal,3,7,554,10,3,1,635,2022,274,2092470,8,2
1690,beg,bEg,14,13,1,8,6,beg,1,3,319,4,71,29,2600,1751,343,2619968,4,1
2998,checker,CEkX,3,1,2,0,3,checker,2,4,377,8,37,3,56,263,31,3577995,5,1
5930,every,Evri,2,1,1,2,0,every,2,4,321,6,15,9,28007,135518,34789,189332269,5,1
2725,castor,k@stX,6,4,2,5,1,castor,2,5,478,7,50,9,67,831,186,971100,6,1
16729,support,sxport,2,0,2,2,0,support,2,6,614,8,6,1,2587,77557,15542,373521243,7,1
6253,fatal,fetL,7,5,2,3,4,fatal,2,5,360,6,9,7,362,3232,719,6786528,6,2
11505,nest,nEst,15,13,2,11,4,nest,1,4,380,5,52,33,566,3389,255,5602029,5,1
2039,boner,bonX,4,3,1,2,2,boner,2,4,285,5,71,34,119,37,2,302012,5,2
15793,slay,sle,19,12,7,9,10,slay,1,3,574,5,55,25,109,212,14,702325,4,1
13077,place,ples,7,4,3,2,5,place,1,4,387,6,25,16,30736,121329,23007,220988917,5,1
9291,jar,Jar,16,14,2,11,5,jar,1,3,409,4,84,36,424,2498,171,6551592,4,1
7505,gullet,g^l|t,2,2,0,2,0,gullet,2,5,400,7,8,8,24,68,2,145201,5,1
6386,fierce,fIrs,6,5,1,3,3,fierce,1,4,611,7,25,4,244,3239,436,2562384,5,1
7143,ghetto,gEto,1,0,1,0,1,ghetto,2,4,363,7,19,1,282,961,177,3551951,5,1
15795,sled,slEd,10,8,2,7,3,sled,1,4,476,5,20,17,149,790,54,1135340,5,1
2353,burnt,bRnt,5,4,1,2,3,burnt,1,4,373,5,51,10,488,1250,132,3221640,5,1
5126,dizzy,dIzi,5,5,0,2,3,dizzy,2,4,439,6,33,4,430,1105,112,1426439,5,1
2959,charger,CarJX,2,1,1,0,2,charger,2,5,482,8,8,9,62,422,19,13863803,6,2
5228,downy,dWni,4,3,1,0,4,downy,2,4,400,5,31,9,21,134,2,289136,5,2
5423,Easter,istX,6,4,2,4,2,easter,2,4,599,7,22,23,382,2418,445,8899820,5,2
17310,throne,Tron,8,6,2,5,3,throne,1,4,429,7,23,8,441,1680,216,3392820,5,1
14220,range,renJ,8,3,5,4,4,range,1,4,538,6,40,23,1161,31115,2605,128317120,5,1
17343,tidal,tYdL,6,4,2,3,3,tidal,2,5,334,4,20,3,53,1144,123,2268649,4,2
9634,landed,l@nd|d,1,1,0,1,0,landed,2,6,460,6,7,10,653,5458,892,3730816,6,2
1911,bleat,blit,14,12,2,7,7,bleat,1,4,418,6,30,9,6,64,2,152069,5,1
5263,dream,drim,7,3,4,3,4,dream,1,4,376,6,24,10,6798,18286,3790,33535334,5,1
18876,web,wEb,10,8,2,3,7,web,1,3,322,4,38,14,470,22463,4762,619583946,4,1
2618,carafe,kX@f,4,3,1,2,2,carafe,2,5,559,6,0,0,5,103,1,309735,4,NA
16080,speck,spEk,8,7,1,1,7,speck,1,4,523,6,30,11,95,590,52,758600,5,1
1387,awhile,xhwYl,2,1,1,1,1,awhile,2,4,472,3,6,2,483,1444,372,2787752,4,1
10800,middling,mIdlIG,1,0,1,1,0,middling,2,6,450,6,8,8,7,204,11,130475,5,1
15573,shin,SIn,20,19,1,16,4,shin,1,3,394,5,108,26,157,572,37,2289926,4,1
18347,various,vErixs,2,0,2,0,2,various,3,6,728,8,3,0,456,29497,3208,91156590,7,1
7930,history,hIstXi,1,1,0,1,0,history,3,6,601,8,5,0,4280,71960,11973,215004685,7,1
10120,lore,lor,33,29,4,21,12,lore,1,3,408,5,142,45,34,808,63,1877718,4,1
7564,had,h@d,31,28,3,18,13,had,1,3,369,4,91,48,85472,803646,146951,480246305,4,1
4453,date,det,24,20,4,16,8,date,1,3,355,5,80,38,7218,19581,3886,488975185,4,1
14625,reptile,rEptL,2,2,0,2,0,reptile,2,6,649,8,1,1,72,309,33,1464532,7,1
9654,lap,l@p,30,25,5,18,12,lap,1,3,360,4,97,48,687,4668,474,6344143,4,1
9778,legal,ligL,6,3,3,4,2,legal,2,5,400,6,44,7,1821,28844,7089,142053548,6,1
12660,penis,pin|s,3,3,0,3,0,penis,2,5,424,6,2,8,684,1282,142,18478409,6,1
5403,eager,igX,7,6,1,5,2,eager,2,3,359,6,35,31,350,5884,700,4175668,4,1
12623,peer,pIr,33,29,4,23,10,peer,1,3,419,5,99,28,78,7459,308,17755290,4,1
6420,fin,fIn,30,26,4,20,10,fin,1,3,372,4,119,40,174,977,60,5934857,4,1
15243,science,sY|ns,1,0,1,0,1,science,2,5,589,8,4,2,1900,41013,5454,174247315,6,1
6294,fed,fEd,20,18,2,14,6,fed,1,3,429,4,71,33,810,9254,2064,12010245,4,1
5239,drag,dr@g,7,6,1,3,4,drag,1,4,417,5,21,14,1349,4424,579,9151134,5,1
4105,crab,kr@b,10,8,2,3,7,crab,1,4,382,5,36,17,352,1915,121,3824989,5,1
19186,wove,wov,12,11,1,8,4,wove,1,3,430,5,24,15,12,341,10,198353,4,1
16159,spoke,spok,9,7,2,4,5,spoke,1,4,559,6,20,10,1970,19237,5232,11577917,5,1
3119,chorus,kor|s,4,2,2,1,3,chorus,2,5,479,7,41,3,310,2663,343,6994693,6,1
16837,sworn,sworn,6,4,2,2,4,sworn,1,5,617,5,11,8,494,1697,557,2332355,6,1
6327,fence,fEns,10,8,2,7,3,fence,1,4,489,6,30,8,819,5998,814,6796605,5,1
17303,thrive,TrYv,5,4,1,3,2,thrive,1,4,427,7,7,4,89,1795,190,1823247,5,1
18885,weep,wip,18,16,2,12,6,weep,1,3,309,5,70,17,280,776,83,1039530,4,1
13125,play,ple,16,9,7,7,9,play,1,3,333,5,52,22,18081,68601,13591,150763326,4,1
17319,thud,T^d,7,7,0,5,2,thud,1,3,334,5,29,10,99,629,32,392615,4,1
9326,jewel,JuL,6,5,1,2,4,jewel,1,3,619,6,70,5,369,1380,162,5603871,4,1
14740,reveal,rIvil,2,2,0,1,1,reveal,2,5,563,7,6,7,476,8309,1039,8279126,6,1
4218,crop,krap,9,8,1,4,5,crop,1,4,415,5,47,20,248,4829,463,11245815,5,1
6941,gain,gen,25,23,2,17,8,gain,1,3,406,5,140,39,700,12656,1760,31983184,4,1
11396,natal,netL,4,4,0,2,2,natal,2,5,569,6,14,11,5,652,84,3010028,5,1
11218,mow,mW,20,17,3,10,10,mow,1,2,366,4,151,40,117,384,58,518340,3,1
16728,supply,sxplY,1,0,1,1,0,supply,2,5,669,7,6,1,952,13683,1931,73221816,6,1
1824,bill,bIl,35,28,7,22,13,bill,1,3,274,5,136,33,6041,60645,28600,98504498,4,1
1173,assured,xSUrd,1,0,1,0,1,assured,2,5,628,8,3,3,316,4132,460,6038675,5,2
14915,root,rut,30,26,4,21,9,root,1,3,271,5,123,28,534,6744,816,41844352,4,1
3226,claim,klem,8,4,4,5,3,claim,1,4,427,6,33,6,1295,16548,3027,40085342,5,1
17660,tread,trEd,12,9,3,5,7,tread,1,4,309,6,25,10,116,775,89,1673940,5,1
17190,Thai,tY,34,22,12,18,16,thai,1,2,355,5,126,19,167,2063,175,13729139,3,NA
3958,core,kor,36,26,10,20,16,core,1,3,409,5,166,53,501,13514,1639,51254699,4,1
4090,coward,kWXd,1,0,1,0,1,coward,2,4,476,7,17,10,734,692,110,1656677,5,2
7176,girth,gRT,10,9,1,7,3,girth,1,3,372,5,33,8,22,268,8,492919,3,1
6525,fleece,flis,4,2,2,1,3,fleece,1,4,484,7,26,4,59,638,44,5951007,5,1
9994,list,lIst,19,16,3,10,9,list,1,4,478,5,56,33,4110,31376,5888,472615583,5,1
5337,dug,d^g,22,21,1,13,9,dug,1,3,469,4,60,31,455,3189,427,1925921,4,1
17457,tome,tom,22,20,2,14,8,tome,1,3,300,5,65,30,39,343,14,4284389,4,1
14943,rough,r^f,20,17,3,11,9,rough,1,3,376,6,72,20,1907,8215,1342,11557409,4,1
2902,chaise,Sez,14,14,0,8,6,chaise,1,3,465,6,121,2,15,232,0,599684,3,1
15586,shirt,SRt,15,14,1,13,2,shirt,1,3,395,6,71,12,2365,13813,1409,40510838,4,1
5424,eastern,istXn,1,0,1,0,1,eastern,2,5,464,8,11,1,414,17012,4043,38507397,6,1
15203,scan,sk@n,7,5,2,2,5,scan,1,4,522,5,31,17,480,2742,300,18174748,5,1
11726,nude,nud,15,13,2,8,7,nude,1,3,344,5,56,16,301,1643,322,96757551,4,1
16818,swift,swIft,1,0,1,1,0,swift,1,5,591,6,10,4,197,2677,405,5854122,6,1
3464,colonel,kRnL,5,5,0,3,2,colonel,2,5,375,8,32,1,4909,4579,1493,4118477,6,1
12587,peaked,pikt,5,3,2,2,3,peaked,1,4,374,6,36,8,62,959,97,870787,4,2
7224,gloom,glum,9,7,2,6,3,gloom,1,4,373,6,21,6,59,1069,105,878238,5,1
18865,weary,wIri,11,8,3,8,3,weary,2,4,599,6,54,15,212,1959,167,1632945,5,1
15532,share,SEr,22,20,2,18,4,share,1,3,420,6,124,32,3545,30316,4932,119297860,4,1
10517,massive,m@sIv,2,2,0,2,0,massive,2,5,547,8,7,3,508,11847,2654,19461181,6,1
8109,humble,h^mbL,6,5,1,6,0,humble,2,6,380,7,20,14,500,2474,323,3693501,7,1
3539,common,kamxn,3,1,2,1,2,common,2,5,367,7,61,2,2275,39834,4956,107843433,6,1
10034,liver,lIvX,10,6,4,6,4,liver,2,4,459,6,31,29,729,3241,527,12139938,5,2
14139,rabble,r@bL,11,10,1,6,5,rabble,2,5,312,5,49,7,54,212,25,565518,6,1
10698,mention,mEnC|n,4,4,0,4,0,mention,2,6,431,8,11,2,3033,11651,2371,18291476,7,1
14851,rise,rYz,21,17,4,10,11,rise,1,3,485,5,140,43,1399,19257,2506,29537255,4,1
12691,people,pipL,5,4,1,3,2,people,2,5,391,7,15,3,56252,446988,194403,480323270,6,1
5215,dour,dWr,13,10,3,6,7,dour,2,3,350,5,63,24,8,308,17,191669,4,1
1052,around,xrWnd,4,2,2,4,0,around,2,3,670,5,16,4,37573,164556,35709,178814813,4,1
13447,prance,pr@ns,3,2,1,3,0,prance,1,5,539,7,12,9,39,84,7,84700,6,1
15078,saint,sent,6,4,2,4,2,saint,1,4,488,6,22,10,914,6076,770,38937465,5,1
370,aflame,xflem,2,1,1,2,0,aflame,2,5,699,5,3,1,17,112,13,118170,4,1
10354,mammoth,m@mxT,1,1,0,0,1,mammoth,2,5,442,8,6,1,40,1065,70,2207478,6,1
10728,mesh,mES,6,6,0,2,4,mesh,1,3,419,5,54,15,35,1673,71,23651613,4,1
15611,shovel,S^vL,4,3,1,1,3,shovel,2,5,536,7,6,8,349,1272,184,1031406,6,1
15579,shiny,SYni,3,2,1,1,2,shiny,2,4,509,6,23,7,398,3014,184,3192674,4,1
5277,dribble,drIbL,3,2,1,1,2,dribble,2,6,316,8,14,8,68,293,12,328197,7,1
9912,lighter,lYtX,14,12,2,8,6,lighter,2,4,401,8,57,11,457,3849,419,6287712,5,2
11667,north,norT,4,3,1,1,3,north,1,4,373,6,25,11,3258,55704,10461,217815348,5,1
6536,flick,flIk,14,12,2,3,11,flick,1,4,500,6,49,18,257,1032,105,2226500,5,1
2696,carve,karv,4,3,1,0,4,carve,1,4,469,6,45,20,158,1148,157,952422,5,1
11595,noble,nobL,5,3,2,5,0,noble,2,5,512,6,37,16,744,3221,356,12605251,6,1
13448,prank,pr@Gk,7,6,1,7,0,prank,1,5,340,6,16,9,204,321,60,826645,6,1
