node,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP
19005,whom,hum,17,16,1,12,5,whom,1,3,374,5,68,11,1795,23359,2991,28679274,4
15498,sewing,soIG,5,4,1,5,0,sewing,2,4,457,4,24,11,198,1245,82,6301885,4
3061,chill,CIl,22,21,1,16,6,chill,1,3,441,6,67,13,828,4094,215,4495239,4
8956,insulin,InsLxn,1,0,1,0,1,insulin,3,7,818,6,3,0,107,1501,135,6039475,8
6573,flour,flWr,5,4,1,1,4,flour,2,4,445,6,24,10,161,5999,241,5162842,5
17361,tilt,tIlt,15,11,4,10,5,tilt,1,4,322,5,30,17,113,1429,146,4925167,5
9349,jockey,Jaki,5,5,0,3,2,jockey,2,4,433,7,36,6,247,752,154,2544228,5
18621,visit,vIz|t,1,0,1,0,1,visit,2,5,449,6,4,3,2993,25292,4079,187070159,6
15018,rupture,r^pCX,1,1,0,1,0,rupture,2,5,419,8,3,3,66,568,53,1145976,6
2508,campus,k@mpxs,1,1,0,1,0,campus,2,6,506,7,12,5,546,11028,1945,47829844,7
16239,stability,stxbIl|ti,1,0,1,1,0,stability,4,9,705,8,1,1,90,7490,1040,14459291,6
3917,cool,kul,22,18,4,17,5,cool,1,3,359,5,138,20,9990,20803,3155,56494542,4
3148,chubby,C^bi,2,1,1,0,2,chubby,2,4,376,6,9,3,213,516,66,6930695,4
1996,bode,bod,27,22,5,17,10,bode,1,3,321,5,121,35,24,470,127,708009,4
12649,pencil,pEnsL,2,1,1,1,1,pencil,2,6,411,7,14,3,503,2880,205,5527529,7
18848,wavy,wevi,4,3,1,2,2,wavy,2,4,449,4,27,9,28,537,17,630746,4
4854,diaper,dYpX,4,4,0,3,1,diaper,2,4,383,7,19,4,218,885,111,3933145,5
11203,mountain,mWntN,2,1,1,1,1,mountain,2,6,507,9,7,2,1805,19965,1722,54172908,7
17130,tent,tEnt,19,17,2,13,6,tent,1,4,334,5,51,34,892,4956,572,6544902,5
14239,rapture,r@pCX,2,2,0,2,0,rapture,2,5,505,8,7,3,44,399,50,1051948,6
5311,drum,dr^m,10,8,2,5,5,drum,1,4,333,5,34,18,432,2549,378,14016572,5
19117,wives,wYvz,5,3,2,3,2,wives,1,4,436,6,38,19,787,4554,849,6031432,3
14931,rotation,roteS|n,3,3,0,3,0,rotation,3,7,637,9,2,2,149,2681,134,7042005,8
17251,thick,TIk,13,12,1,10,3,thick,1,3,259,6,47,6,713,13761,625,14030785,4
9555,Koran,kX@n,5,4,1,2,3,koran,2,5,512,6,18,23,17,768,203,923696,5
15296,scruff,skr^f,1,1,0,0,1,scruff,1,5,538,7,3,3,12,64,4,153549,6
12518,pastor,p@stX,13,6,7,8,5,pastor,2,5,471,7,25,8,219,4587,1151,5915067,6
16813,swell,swEl,10,8,2,6,4,swell,1,4,530,6,31,15,1061,1346,125,2214467,5
9867,liberal,lIbXL,3,1,2,2,1,liberal,2,6,427,8,6,3,203,12469,3405,17294888,7
4640,demand,dxm@nd,1,1,0,1,0,demand,2,6,540,7,4,5,873,16017,2368,44859061,7
1972,blunt,bl^nt,2,1,1,2,0,blunt,1,5,429,6,14,9,250,2124,457,4130075,6
12365,papaya,pxpYx,1,1,0,1,0,papaya,3,5,639,7,1,2,56,321,19,678666,6
15472,serum,sIrM,3,2,1,1,2,serum,2,5,562,4,12,6,191,1280,38,5854942,5
8778,informed,Informd,3,2,1,1,2,informed,2,7,582,8,4,3,633,7984,1011,38215335,7
5936,evil,ivL,6,4,2,4,2,evil,2,4,404,5,14,8,3731,8983,1808,25718442,5
13929,pull,pUl,16,15,1,12,4,pull,1,3,288,5,55,22,7469,17128,3784,19062074,4
4279,cuddle,k^dL,10,9,1,7,3,cuddle,2,5,275,7,28,7,110,234,23,531391,6
14211,ranch,r@nC,5,3,2,2,3,ranch,1,4,485,6,23,10,895,5387,679,10539650,5
15465,series,sIriz,1,1,0,0,1,series,2,5,532,7,19,5,1028,35146,5406,161521807,5
5265,dreamer,drimX,3,1,2,1,2,dreamer,2,5,529,8,20,6,155,425,34,1395641,6
6809,fright,frYt,13,9,4,7,6,fright,1,4,459,7,30,7,141,539,77,819010,5
1778,better,bEtX,8,7,1,6,2,better,2,4,330,7,75,32,40494,105370,23844,157088065,5
2009,bold,bold,18,14,4,11,7,bold,1,4,499,5,70,27,385,4302,699,18244843,5
15474,serve,sRv,14,10,4,7,7,serve,1,3,607,6,44,15,1935,23965,2931,36697856,4
9188,ironic,YranIk,3,2,1,3,0,ironic,3,6,546,7,4,3,312,2459,444,1760165,7
16756,surplus,sRpl^s,1,1,0,0,1,surplus,2,6,587,8,0,0,104,2174,538,7300282,7
18456,verse,vRs,15,12,3,10,5,verse,1,3,461,6,44,15,238,1818,173,7470005,4
17650,traumatic,trxm@tIk,2,2,0,2,0,traumatic,3,8,530,9,0,0,138,2615,557,2450877,5
1499,bang,b@G,19,18,1,8,11,bang,1,3,448,5,68,38,1019,2963,592,17605934,4
3461,collusion,kxluZ|n,1,1,0,1,0,collusion,3,7,562,8,4,1,15,358,51,558087,5
4921,dimple,dImpL,3,3,0,3,0,dimple,2,6,539,7,9,6,19,192,23,200542,7
7977,homicide,hamxsYd,1,0,1,0,1,homicide,3,7,611,9,1,1,782,2546,1041,1746492,8
8504,inborn,Inborn,1,1,0,0,1,inborn,2,6,698,5,2,2,4,146,9,211104,6
758,annoy,xnO,2,2,0,1,1,annoy,2,3,429,6,13,4,128,311,58,1497815,4
16944,tall,tcl,27,22,5,22,5,tall,1,3,318,5,94,33,1649,13194,1011,14325877,4
12141,outright,WtrYt,2,1,1,2,0,outright,2,5,427,7,5,2,63,2001,316,1852605,5
15779,slant,sl@nt,4,2,2,3,1,slant,1,5,465,6,15,12,58,458,32,1313083,6
17412,title,tYtL,10,8,2,5,5,title,2,5,311,6,23,6,947,14579,1630,196685478,6
18671,voice,vOs,7,6,1,4,3,voice,1,3,549,6,31,7,4394,76422,35523,64616737,4
2823,cellar,sElX,10,6,4,3,7,cellar,2,4,422,7,113,6,478,1152,44,3002258,5
4500,debt,dEt,28,24,4,17,11,debt,1,3,250,5,87,12,725,14398,4802,51349877,4
4528,deck,dEk,20,19,1,11,9,deck,1,3,309,5,103,32,1212,6451,516,16091750,4
17805,tuba,tubx,4,3,1,0,4,tuba,2,4,459,5,23,22,61,171,44,868026,5
15831,slot,slat,17,15,2,9,8,slot,1,4,554,5,37,27,280,2276,241,21605592,5
11446,nebulous,nEbyUlxs,1,0,1,0,1,nebulous,3,8,545,6,1,0,3,219,16,197647,8
17830,tumor,tumX,4,3,1,1,3,tumor,2,4,429,6,26,7,263,2659,406,7430725,5
11771,oak,ok,25,12,13,13,12,oak,1,2,300,4,111,27,286,5688,228,20581030,3
8082,howsoever,hWsoEvX,1,1,0,1,0,howsoever,4,7,738,6,1,0,3,6,0,140798,4
17322,thumb,T^m,15,13,2,12,3,thumb,1,3,432,6,50,6,603,3839,334,7284938,4
9549,known,non,26,22,4,18,8,known,1,3,432,6,107,4,6300,57261,9600,86396724,4
19075,wing,wIG,18,15,3,8,10,wing,1,3,479,5,90,40,1032,8370,2064,17354423,4
11462,needle,nidL,6,5,1,3,3,needle,2,5,293,7,21,5,608,2635,389,5708341,6
3221,civility,sxvIl|ti,1,1,0,1,0,civility,4,8,642,7,2,0,28,769,185,440289,6
2281,buffer,b^fX,4,3,1,2,2,buffer,2,4,397,7,29,10,85,1218,94,15904074,5
3452,collie,kali,12,10,2,6,6,collie,2,4,441,7,143,19,53,236,16,1191722,5
4333,curt,kRt,26,21,5,17,9,curt,1,3,303,5,99,19,136,1162,120,1581069,4
14147,racial,reSL,2,2,0,1,1,racial,2,5,462,7,13,4,159,10753,1997,7549723,6
3481,column,kalM,2,2,0,0,2,column,2,5,380,7,28,1,559,7464,1245,35987108,6
9293,jargon,Jarg|n,1,1,0,1,0,jargon,2,6,579,4,8,2,31,638,62,1804602,4
10061,local,lokL,2,2,0,2,0,local,2,5,437,6,16,8,2128,61949,8211,270753545,6
15024,Russian,r^S|n,1,1,0,1,0,russian,2,5,406,8,15,5,1501,15633,3667,45324696,6
6804,friction,frIkS|n,2,1,1,2,0,friction,2,7,538,9,3,3,63,1601,148,3001167,8
2602,capsule,k@psL,3,1,2,2,1,capsule,2,6,495,8,13,1,130,1201,191,3315216,7
2159,bread,brEd,15,12,3,7,8,bread,1,4,327,6,45,18,1445,10191,846,13576239,5
15414,sensation,sEnseS|n,1,0,1,1,0,sensation,3,8,758,10,2,1,249,3131,303,3346679,9
9317,jersey,JRzi,1,1,0,0,1,jersey,2,4,668,7,11,3,923,10792,3419,48661242,5
12266,paid,ped,22,18,4,13,9,paid,1,3,529,4,82,19,4369,25590,5940,60295896,4
14862,rival,rYvL,5,3,2,3,2,rival,2,5,475,6,19,4,193,4212,634,4298220,6
6282,feat,fit,24,19,5,17,7,feat,1,3,346,5,67,20,78,1263,105,5369388,4
669,an,@n,22,11,11,14,8,an,1,2,393,3,109,75,95071,827024,153847,1518266684,3
8764,inflict,InflIkt,1,1,0,0,1,inflict,2,7,708,8,2,2,69,646,133,647531,8
9364,jolly,Jali,8,8,0,6,2,jolly,2,4,589,6,65,18,382,669,97,2522302,5
14118,quits,kwIts,3,1,2,0,3,quits,1,5,468,5,21,11,121,421,145,968433,5
10600,mean,min,23,21,2,17,6,mean,1,3,539,5,126,26,63443,113771,68669,80317535,4
2976,chassis,C@si,4,3,1,2,2,chassis,2,4,506,6,29,1,33,565,19,5955012,4
12692,pep,pEp,15,14,1,9,6,pep,1,3,255,4,67,27,178,596,95,3019755,4
12438,parlance,parlxns,1,0,1,0,1,parlance,2,7,567,6,0,1,15,295,18,199873,6
7239,glue,glu,11,7,4,8,3,glue,1,3,389,5,38,12,300,2071,140,4435595,4
11665,normally,normLi,1,0,1,0,1,normally,2,6,529,7,7,2,818,7905,1911,19884097,5
14714,retard,rItard,1,1,0,1,0,retard,2,6,459,7,3,10,201,237,23,643417,7
10082,lofty,lcfti,1,0,1,0,1,lofty,2,5,428,5,7,5,40,928,68,1018661,6
9127,invention,InvEnC|n,2,2,0,2,0,invention,3,8,584,10,1,2,310,2477,236,8227022,9
12217,ovum,ovM,3,3,0,1,2,ovum,2,4,503,4,6,3,7,34,1,305631,4
4823,devoid,dxvOd,2,1,1,1,1,devoid,2,5,549,6,3,0,36,911,37,946561,4
1356,aversion,xvRZ|n,1,0,1,1,0,aversion,3,6,533,9,2,2,68,599,29,828197,7
10582,maybe,mebi,2,2,0,1,1,maybe,2,4,668,6,32,10,47249,68412,23224,51905745,4
1341,avail,xvel,2,1,1,2,0,avail,2,4,481,6,10,3,43,640,73,3902711,5
10083,log,lcg,13,12,1,8,5,log,1,3,401,4,46,42,610,4672,509,111172980,4
1246,attend,xtEnd,5,4,1,5,0,attend,2,5,515,7,11,1,715,8415,924,20639654,6
18820,wary,w@ri,11,10,1,9,2,wary,2,4,539,4,99,35,38,2227,207,1303191,5
11674,nose,noz,18,15,3,9,9,nose,1,3,474,5,132,31,3557,12167,1296,10507658,4
4594,defy,dIfY,4,2,2,0,4,defy,2,4,617,5,12,6,158,922,163,800149,5
10395,manifesto,m@nxfEsto,1,0,1,0,1,manifesto,4,9,854,9,3,2,37,601,60,2008582,9
5541,elevator,ElxvetX,1,0,1,0,1,elevator,4,7,448,9,3,1,1245,3511,432,4174699,8
3010,cheese,Ciz,13,12,1,9,4,cheese,1,3,574,7,130,6,1991,12453,1067,16705545,4
1900,blast,bl@st,3,1,2,3,0,blast,1,5,456,6,15,15,825,3701,686,9388686,6
17194,thank,T@Gk,11,10,1,11,0,thank,1,4,449,6,33,12,56877,58298,45397,63239921,5
14658,reside,rIzYd,3,1,2,1,2,reside,2,5,582,7,6,8,56,1094,57,2799223,6
3296,climb,klYm,5,4,1,3,2,climb,1,4,394,6,39,3,1007,6010,612,5699767,5
16427,stout,stWt,6,5,1,4,2,stout,1,4,424,6,12,12,53,1100,69,1939719,5
4249,cruiser,kruzX,1,0,1,0,1,cruiser,2,5,414,8,18,5,162,1204,65,3735652,6
15802,slender,slEndX,3,2,1,3,0,slender,2,6,489,5,13,8,38,1924,49,1614730,5
9310,jelly,JEli,5,4,1,3,2,jelly,2,4,381,6,88,10,363,1635,176,3699680,5
17384,tinker,tIGkX,4,3,1,1,3,tinker,2,5,549,7,15,15,113,576,71,983290,6
10060,lobster,labstX,1,1,0,1,0,lobster,2,6,532,8,3,2,374,1401,144,2997879,7
3280,clench,klEnC,4,4,0,3,1,clench,1,5,529,7,11,2,20,183,6,97203,6
4763,desk,dEsk,3,2,1,2,1,desk,1,4,394,5,24,12,2239,12637,1258,32311856,5
4635,delusion,dxluZ|n,1,1,0,1,0,delusion,3,7,520,9,4,2,138,476,34,677674,8
58,aboriginal,@bXIJ|nL,1,1,0,0,1,aboriginal,5,9,618,9,0,0,9,1486,73,7046324,8
15214,scare,skEr,11,8,3,5,6,scare,1,4,504,6,31,19,1712,2598,783,2974150,5
7207,glen,glEn,2,2,0,0,2,glen,1,4,461,5,16,14,366,2034,238,9310381,5
17775,trout,trWt,8,6,2,3,5,trout,1,4,366,6,28,15,205,3079,67,5371003,5
3068,china,CYnx,1,1,0,1,0,china,2,4,376,6,12,12,1268,33457,5907,124480409,5
15895,snide,snYd,3,2,1,2,1,snide,1,4,618,6,17,5,28,136,11,240578,5
2358,burst,bRst,15,14,1,12,3,burst,1,4,432,6,57,15,435,5127,438,5148007,5
6094,extend,IkstEnd,1,1,0,1,0,extend,2,7,578,7,3,3,327,6057,924,15097418,8
17688,triad,trY@d,1,0,1,0,1,triad,2,5,471,6,3,6,175,486,16,1520756,6
361,afford,xford,4,3,1,4,0,afford,2,5,551,7,9,9,2266,10414,2779,10348210,6
915,applied,xplYd,3,1,2,1,2,applied,2,5,567,7,8,1,314,12092,978,44960208,5
11281,muscle,m^sL,11,10,1,5,6,muscle,2,5,408,7,30,3,694,7220,607,20753198,6
3275,cleave,kliv,6,5,1,2,4,cleave,1,4,455,7,27,6,10,101,7,413105,5
12480,partition,pXtIS|n,3,3,0,3,0,partition,3,8,660,10,2,1,25,964,88,6700858,9
10296,maize,mez,19,16,3,9,10,maize,1,3,359,6,168,7,9,789,21,2224269,4
18106,unknown,^non,1,0,1,1,0,unknown,2,5,588,8,0,1,774,7435,958,48332261,5
12627,peg,pEg,10,10,0,5,5,peg,1,3,307,4,53,23,1857,907,77,3808952,4
16307,statue,st@Cu,2,1,1,0,2,statue,2,5,593,7,4,7,540,2959,398,4753368,6
12567,paunch,pcnC,5,4,1,4,1,paunch,1,4,419,7,10,4,1,132,5,38730,5
7600,halo,helo,5,4,1,4,1,halo,2,4,507,5,25,21,82,840,49,6198204,5
15362,seduce,sIdus,3,2,1,3,0,seduce,2,5,649,7,4,6,176,415,61,586830,6
5279,drift,drIft,5,3,2,5,0,drift,1,5,413,6,11,5,327,2435,178,3894170,6
4359,cutter,k^tX,12,9,3,9,3,cutter,2,4,350,7,51,19,239,1975,122,4273722,5
13966,pupa,pyupx,2,2,0,0,2,pupa,2,5,409,5,2,14,14,60,0,253862,6
10745,metal,mEtL,11,9,2,9,2,metal,2,5,293,6,40,8,992,12972,805,56196995,6
18296,validity,vxlId|ti,1,1,0,1,0,validity,4,8,679,6,2,0,30,4794,143,6132692,6
5255,draughts,dr@fts,2,1,1,0,2,draughts,1,6,518,8,12,3,5,31,1,159789,7
15552,sheep,Sip,20,19,1,13,7,sheep,1,3,330,6,88,13,685,3726,348,8964154,4
14374,reconnaissance,rIkan|z|ns,1,0,1,1,0,reconnaissance,4,10,818,7,0,0,88,650,127,1304699,6
826,antique,@ntik,2,1,1,0,2,antique,2,5,425,8,9,1,309,2637,92,18431642,6
5709,entail,Intel,2,2,0,1,1,entail,2,5,524,7,1,2,29,732,52,1041373,5
6737,foul,fWl,17,14,3,16,1,foul,1,3,655,5,57,14,738,2438,419,5268620,4
9666,larder,lardX,2,0,2,1,1,larder,2,5,504,6,12,15,8,93,2,337331,5
6190,fallow,f@lo,12,10,2,11,1,fallow,2,4,506,7,38,14,41,269,8,411349,5
2262,bubble,b^bL,10,10,0,8,2,bubble,2,5,402,7,24,10,408,3183,559,8808334,6
15224,scene,sin,29,27,2,18,11,scene,1,3,529,6,150,5,3807,25272,6387,29373796,4
15574,shine,SYn,21,17,4,17,4,shine,1,3,503,6,85,26,1053,2573,296,5890894,4
11323,mutton,m^tN,4,3,1,2,2,mutton,2,5,579,5,24,10,40,157,4,389582,5
10954,missal,mIsL,5,4,1,2,3,missal,2,5,380,5,46,1,4,95,0,117461,6
14403,rectory,rEktXi,1,0,1,0,1,rectory,3,6,529,7,1,1,27,146,19,365174,6
14257,ratify,r@t|fY,1,0,1,1,0,ratify,3,6,572,7,4,2,6,330,85,670714,7
12267,pail,pel,34,32,2,25,9,pail,1,3,237,5,135,34,48,342,30,542968,4
11864,ocular,akyUlX,1,0,1,1,0,ocular,3,6,477,5,1,1,21,183,2,973769,5
6943,gait,get,28,24,4,19,9,gait,1,3,304,5,84,20,16,1088,15,822923,4
7696,haunch,hcnC,4,4,0,3,1,haunch,1,4,519,5,11,5,4,68,0,33851,5
6493,flake,flek,11,8,3,3,8,flake,1,4,537,6,24,12,89,451,70,849585,5
15849,small,smcl,5,4,1,2,3,small,1,4,537,6,19,10,6373,102490,12092,208378995,5
12206,overthrow,ovXTro,1,1,0,0,1,overthrow,3,6,600,10,3,3,69,1067,313,931526,7
13627,pride,prYd,12,9,3,4,8,pride,1,4,466,6,30,11,1411,7442,966,14445194,5
4436,dank,d@Gk,12,10,2,12,0,dank,1,4,367,5,39,31,28,345,7,355502,5
18290,valet,v@l|t,3,3,0,3,0,valet,2,4,414,5,15,6,263,505,20,2052690,4
6619,folio,folio,2,1,1,2,0,folio,3,5,569,5,8,6,4,164,3,1842202,5
14069,quarrel,kwcrL,2,1,1,1,1,quarrel,2,6,427,8,9,2,286,630,125,590286,7
12349,pant,p@nt,17,12,5,10,7,pant,1,4,367,5,50,32,49,419,44,3138558,5
13656,prism,prIzM,2,2,0,1,1,prism,2,6,331,6,4,11,41,525,73,2657902,7
17536,tourist,tUr|st,1,1,0,1,0,tourist,2,6,479,8,5,4,237,3671,532,15046652,7
12164,overall,ovXcl,3,0,3,0,3,overall,3,5,547,8,3,2,164,20299,2377,78994026,6
1679,beer,bIr,29,26,3,21,8,beer,1,3,454,5,114,39,3850,10884,1341,20488618,4
7365,graphic,gr@fIk,1,1,0,1,0,graphic,2,6,467,8,6,1,119,4093,1146,32781798,7
4213,crone,kron,14,9,5,6,8,crone,1,4,439,6,69,27,22,124,16,229759,5
600,amber,@mbX,5,3,2,4,1,amber,2,4,497,6,18,14,473,2604,238,11066821,5
2521,cancellation,k@nsxleS|n,1,1,0,1,0,cancellation,4,10,664,13,2,1,65,466,60,8183513,11
8141,hurry,hRi,13,11,2,5,8,hurry,2,3,389,6,84,12,8856,3688,567,3538466,4
1614,batter,b@tX,19,15,4,12,7,batter,2,4,288,7,51,26,203,2072,125,1677096,5
618,amend,xmEnd,8,5,3,7,1,amend,2,5,675,6,10,8,38,597,114,7806844,6
14879,rob,rab,17,16,1,14,3,rob,1,3,452,4,85,42,1188,4730,1441,17021598,4
63,about,xbWt,4,3,1,1,3,about,2,4,464,6,9,6,185206,693701,249031,1226763335,5
7250,gnaw,nc,19,16,3,11,8,gnaw,1,2,391,5,79,6,19,123,5,97994,3
13940,pulse,p^ls,2,1,1,0,2,pulse,1,4,499,6,17,5,1200,3509,339,18900029,5
2385,buy,bY,29,23,6,17,12,buy,1,2,362,4,133,28,9814,33392,8842,410791202,3
15776,slam,sl@m,13,12,1,3,10,slam,1,4,504,5,36,35,296,2051,335,3855126,5
1094,artless,artlxs,1,0,1,1,0,artless,2,6,459,6,3,1,3,55,4,90304,5
14847,ripen,rYpxn,1,1,0,1,0,ripen,2,5,411,6,15,5,14,246,12,192231,6
9907,lift,lIft,11,10,1,6,5,lift,1,4,458,5,31,17,1741,8648,1242,15299610,5
10459,mark,mark,20,14,6,7,13,mark,1,4,408,5,86,36,4183,31538,9399,95624252,5
10622,medial,midiL,1,1,0,1,0,medial,2,6,403,6,2,8,21,356,10,931159,4
7924,hiss,hIs,14,14,0,5,9,hiss,1,3,437,5,70,19,47,885,29,497852,4
6734,fossil,fasL,4,4,0,4,0,fossil,2,5,459,7,18,2,79,2789,263,5293638,6
4107,crabby,kr@bi,3,1,2,1,2,crabby,2,5,469,6,16,4,47,89,14,214907,6
13393,posture,pasCX,1,1,0,1,0,posture,2,5,589,8,3,2,88,2403,275,2045913,6
14020,putty,p^ti,9,8,1,5,4,putty,2,4,303,5,33,7,93,254,26,1071931,5
3156,chunk,C^Gk,10,9,1,9,1,chunk,1,4,415,6,28,13,211,1787,262,2371231,5
2914,chamois,S@mi,5,4,1,2,3,chamois,2,4,584,6,23,0,11,139,3,356783,4
14508,reject,rIJEkt,1,0,1,1,0,reject,2,6,529,7,5,6,216,2856,554,6378272,7
14244,rarity,r@rxti,1,1,0,1,0,rarity,3,6,507,6,4,4,20,587,39,847526,5
18497,veto,vito,2,2,0,0,2,veto,2,4,365,5,29,16,46,2512,1135,1621850,5
15750,ski,ski,9,3,6,4,5,ski,1,3,593,4,76,24,413,8483,362,28672058,4
18398,veneer,vxnIr,1,1,0,1,0,veneer,2,5,521,7,2,5,45,424,36,1313843,6
15632,shroud,SrWd,4,4,0,2,2,shroud,1,4,577,7,9,3,52,437,35,724966,5
15841,slump,sl^mp,5,3,2,4,1,slump,1,5,377,6,16,12,61,1054,118,878659,6
16636,suffer,s^fX,7,6,1,3,4,suffer,2,4,501,7,44,13,1148,6609,1232,8734050,5
17711,trident,trYdNt,1,0,1,1,0,trident,2,7,395,6,1,1,24,121,10,1078613,5
12322,pan,p@n,31,25,6,19,12,pan,1,3,405,4,106,57,627,11476,986,21823461,4
2376,butte,byut,5,3,2,4,1,butte,1,4,489,6,23,9,27,578,23,2505600,5
11936,onto,cntu,2,2,0,2,0,onto,2,4,448,5,4,12,1871,26374,2178,26411994,5
16197,sprung,spr^G,3,3,0,1,2,sprung,1,5,482,7,6,6,131,832,90,1081658,6
1141,assail,xsel,2,1,1,2,0,assail,2,4,486,7,8,2,5,52,5,141995,5
7173,girdle,gRdL,6,5,1,2,4,girdle,2,5,362,7,7,3,79,170,17,596431,6
9458,keg,kEg,8,8,0,4,4,keg,1,3,359,4,42,18,175,275,51,637688,4
2294,Bulgarian,b^lg@rixn,1,1,0,1,0,bulgarian,4,9,664,10,3,2,14,254,22,7056806,10
15823,sliver,slIvX,6,5,1,3,3,sliver,2,5,649,7,12,18,23,592,67,405379,6
3844,continuous,kxntInyuxs,1,1,0,0,1,continuous,4,10,712,11,4,1,98,5178,223,21878180,11
8895,inshore,InSor,2,2,0,1,1,inshore,2,5,668,4,4,2,5,400,1,468908,4
9525,knavery,nevXi,1,0,1,0,1,knavery,3,6,649,6,0,0,1,6,0,19031,5
6331,fennel,fEnL,8,7,1,3,5,fennel,2,5,470,7,26,8,39,1060,39,534724,6
17266,third,TRd,7,7,0,6,1,third,1,3,413,6,34,3,3801,51534,7356,95490673,4
2489,cam,k@m,27,22,5,15,12,cam,1,3,376,4,118,51,193,1254,178,24003561,4
1693,begin,bxgIn,1,1,0,0,1,begin,2,5,382,6,16,12,2906,34646,13324,45437405,6
13117,platinum,pl@tNM,1,0,1,0,1,platinum,2,7,486,9,2,0,123,1138,144,15501355,8
9401,juicy,Jusi,1,0,1,0,1,juicy,2,4,413,5,26,1,219,1192,150,3780327,5
13417,pouch,pWC,10,10,0,8,2,pouch,1,3,364,6,34,13,87,940,64,4023912,4
16926,tactile,t@ktL,4,1,3,2,2,tactile,2,6,555,6,1,0,18,789,27,863413,5
6024,exist,IgzIst,1,1,0,0,1,exist,2,6,530,6,2,6,1477,12500,1965,25349517,7
9536,knight,nYt,24,22,2,19,5,knight,1,3,363,7,76,3,1365,3008,341,12571023,4
5305,drowse,drWz,7,4,3,4,3,drowse,1,4,477,7,26,6,3,13,1,15193,5
13038,piping,pYpIG,1,1,0,1,0,piping,2,5,540,5,7,4,36,647,33,2612878,4
1912,bled,blEd,12,9,3,6,6,bled,1,4,509,5,25,15,201,534,58,620251,5
9738,leaf,lif,25,24,1,11,14,leaf,1,3,439,5,90,16,265,4982,268,13162390,4
8317,immanent,ImxnEnt,1,1,0,0,1,immanent,3,7,450,8,3,1,0,204,0,130985,8
7735,heartless,hartlxs,1,0,1,1,0,heartless,2,7,559,7,4,1,179,302,61,446382,7
8008,hoop,hup,17,15,2,12,5,hoop,1,3,344,5,80,23,137,816,59,2310001,4
17781,truck,tr^k,9,5,4,2,7,truck,1,4,372,6,28,13,3716,12906,2120,32136793,5
8075,hover,h^vX,2,2,0,1,1,hover,2,4,312,6,17,23,59,599,39,1553261,5
15233,schism,sIzM,3,2,1,1,2,schism,2,6,481,7,1,5,3,242,18,333428,7
18570,vine,vYn,21,19,2,14,7,vine,1,3,589,5,78,35,107,1364,55,3646886,4
13974,puree,pyUre,1,0,1,0,1,puree,2,5,444,5,3,8,9,889,28,438733,5
17572,traffic,tr@fIk,2,2,0,1,1,traffic,2,6,447,8,5,0,1454,13174,1945,57242495,7
15993,sonnet,san|t,3,3,0,3,0,sonnet,2,5,412,7,12,8,39,211,7,1081841,6
5510,elder,EldX,2,2,0,1,1,elder,2,4,472,6,27,22,359,2693,217,7299470,5
8313,imitate,Imxtet,2,2,0,1,1,imitate,3,6,363,8,3,2,92,776,86,714445,7
17209,theme,Tim,8,8,0,6,2,theme,1,3,337,6,45,11,710,9977,2251,37221872,4
10639,medium,midixm,2,2,0,1,1,medium,3,6,450,7,6,2,362,16640,642,51332199,7
17274,thong,TcG,9,7,2,7,2,thong,1,3,371,5,33,8,107,304,46,7748002,3
10789,micron,mYkran,1,1,0,1,0,micron,2,6,495,7,2,6,3,291,9,1995772,7
3423,coil,kOl,18,16,2,15,3,coil,1,3,380,5,82,19,82,676,30,5001819,4
9567,lab,l@b,20,18,2,10,10,lab,1,3,488,4,77,47,2020,8495,1247,35532276,4
18380,veined,vend,2,1,1,1,1,veined,1,4,538,5,23,2,0,155,0,178060,4
9367,josh,JaS,7,7,0,2,5,josh,1,3,481,5,29,16,1039,4341,973,9172255,4
7074,generator,JEnXetX,1,0,1,0,1,generator,4,7,597,10,4,1,290,1511,125,13043202,8
8092,hug,h^g,21,21,0,12,9,hug,1,3,258,4,65,38,986,2857,650,2946687,4
5792,equator,IkwetX,1,0,1,0,1,equator,3,6,523,8,3,1,31,600,43,1014051,7
13765,prone,pron,12,9,3,6,6,prone,1,4,355,5,39,17,92,2783,238,3001079,5
12586,peak,pik,31,25,6,20,11,peak,1,3,350,5,117,22,303,7313,573,25381726,4
18178,upon,xpcn,3,2,1,2,1,upon,2,4,472,3,9,3,3199,35602,3963,103923032,5
5458,eddy,Edi,5,2,3,5,0,eddy,2,3,275,4,72,14,184,845,47,2589078,4
12535,pathetic,pxTEtIk,2,1,1,2,0,pathetic,3,7,522,9,1,1,1234,1329,234,1892242,8
17770,trouble,tr^bL,5,4,1,3,2,trouble,2,6,365,8,17,4,11401,22552,6621,24522535,7
3205,circus,sRk|s,1,1,0,0,1,circus,2,5,631,7,9,1,870,2220,510,5381242,6
19147,woodman,wUdmxn,3,1,2,2,1,woodman,2,6,419,8,20,4,18,80,1,481919,7
17698,tribune,trIbyun,1,1,0,0,1,tribune,2,7,623,8,2,1,103,2194,503,8797383,8
13227,pole,pol,33,29,4,24,9,pole,1,3,394,5,137,43,642,4339,486,9378054,4
3438,collapse,kxl@ps,1,0,1,1,0,collapse,2,6,659,9,2,2,283,6218,1177,8393295,7
