lower,ortho,phono,original,replace,delete_insert,pos_l50,pos_m50,Item,NumSylls,NumPhones,Duration,OrthUP,PhonND,OrthND,FreqSUBTLEX,FreqCOCA,FreqCOCAspok,FreqGoogle,PhonUP
cool,cool,kul,22,18,4,17,5,cool,1,3,359,5,138,20,9990,20803,3155,56494542,4
chubby,chubby,C^bi,2,1,1,0,2,chubby,2,4,376,6,9,3,213,516,66,6930695,4
bode,bode,bod,27,22,5,17,10,bode,1,3,321,5,121,35,24,470,127,708009,4
pencil,pencil,pEnsL,2,1,1,1,1,pencil,2,6,411,7,14,3,503,2880,205,5527529,7
wavy,wavy,wevi,4,3,1,2,2,wavy,2,4,449,4,27,9,28,537,17,630746,4
diaper,diaper,dYpX,4,4,0,3,1,diaper,2,4,383,7,19,4,218,885,111,3933145,5
mountain,mountain,mWntN,2,1,1,1,1,mountain,2,6,507,9,7,2,1805,19965,1722,54172908,7
tent,tent,tEnt,19,17,2,13,6,tent,1,4,334,5,51,34,892,4956,572,6544902,5
rapture,rapture,r@pCX,2,2,0,2,0,rapture,2,5,505,8,7,3,44,399,50,1051948,6
drum,drum,dr^m,10,8,2,5,5,drum,1,4,333,5,34,18,432,2549,378,14016572,5
wives,wives,wYvz,5,3,2,3,2,wives,1,4,436,6,38,19,787,4554,849,6031432,3
rotation,rotation,roteS|n,3,3,0,3,0,rotation,3,7,637,9,2,2,149,2681,134,7042005,8
thick,thick,TIk,13,12,1,10,3,thick,1,3,259,6,47,6,713,13761,625,14030785,4
koran,Koran,kX@n,5,4,1,2,3,koran,2,5,512,6,18,23,17,768,203,923696,5
scruff,scruff,skr^f,1,1,0,0,1,scruff,1,5,538,7,3,3,12,64,4,153549,6
pastor,pastor,p@stX,13,6,7,8,5,pastor,2,5,471,7,25,8,219,4587,1151,5915067,6
swell,swell,swEl,10,8,2,6,4,swell,1,4,530,6,31,15,1061,1346,125,2214467,5
liberal,liberal,lIbXL,3,1,2,2,1,liberal,2,6,427,8,6,3,203,12469,3405,17294888,7
demand,demand,dxm@nd,1,1,0,1,0,demand,2,6,540,7,4,5,873,16017,2368,44859061,7
blunt,blunt,bl^nt,2,1,1,2,0,blunt,1,5,429,6,14,9,250,2124,457,4130075,6
papaya,papaya,pxpYx,1,1,0,1,0,papaya,3,5,639,7,1,2,56,321,19,678666,6
serum,serum,sIrM,3,2,1,1,2,serum,2,5,562,4,12,6,191,1280,38,5854942,5
informed,informed,Informd,3,2,1,1,2,informed,2,7,582,8,4,3,633,7984,1011,38215335,7
evil,evil,ivL,6,4,2,4,2,evil,2,4,404,5,14,8,3731,8983,1808,25718442,5
pull,pull,pUl,16,15,1,12,4,pull,1,3,288,5,55,22,7469,17128,3784,19062074,4
cuddle,cuddle,k^dL,10,9,1,7,3,cuddle,2,5,275,7,28,7,110,234,23,531391,6
ranch,ranch,r@nC,5,3,2,2,3,ranch,1,4,485,6,23,10,895,5387,679,10539650,5
series,series,sIriz,1,1,0,0,1,series,2,5,532,7,19,5,1028,35146,5406,161521807,5
dreamer,dreamer,drimX,3,1,2,1,2,dreamer,2,5,529,8,20,6,155,425,34,1395641,6
fright,fright,frYt,13,9,4,7,6,fright,1,4,459,7,30,7,141,539,77,819010,5
better,better,bEtX,8,7,1,6,2,better,2,4,330,7,75,32,40494,105370,23844,157088065,5
bold,bold,bold,18,14,4,11,7,bold,1,4,499,5,70,27,385,4302,699,18244843,5
serve,serve,sRv,14,10,4,7,7,serve,1,3,607,6,44,15,1935,23965,2931,36697856,4
ironic,ironic,YranIk,3,2,1,3,0,ironic,3,6,546,7,4,3,312,2459,444,1760165,7
surplus,surplus,sRpl^s,1,1,0,0,1,surplus,2,6,587,8,0,0,104,2174,538,7300282,7
verse,verse,vRs,15,12,3,10,5,verse,1,3,461,6,44,15,238,1818,173,7470005,4
traumatic,traumatic,trxm@tIk,2,2,0,2,0,traumatic,3,8,530,9,0,0,138,2615,557,2450877,5
bang,bang,b@G,19,18,1,8,11,bang,1,3,448,5,68,38,1019,2963,592,17605934,4
collusion,collusion,kxluZ|n,1,1,0,1,0,collusion,3,7,562,8,4,1,15,358,51,558087,5
dimple,dimple,dImpL,3,3,0,3,0,dimple,2,6,539,7,9,6,19,192,23,200542,7
homicide,homicide,hamxsYd,1,0,1,0,1,homicide,3,7,611,9,1,1,782,2546,1041,1746492,8
inborn,inborn,Inborn,1,1,0,0,1,inborn,2,6,698,5,2,2,4,146,9,211104,6
annoy,annoy,xnO,2,2,0,1,1,annoy,2,3,429,6,13,4,128,311,58,1497815,4
tall,tall,tcl,27,22,5,22,5,tall,1,3,318,5,94,33,1649,13194,1011,14325877,4
outright,outright,WtrYt,2,1,1,2,0,outright,2,5,427,7,5,2,63,2001,316,1852605,5
slant,slant,sl@nt,4,2,2,3,1,slant,1,5,465,6,15,12,58,458,32,1313083,6
title,title,tYtL,10,8,2,5,5,title,2,5,311,6,23,6,947,14579,1630,196685478,6
voice,voice,vOs,7,6,1,4,3,voice,1,3,549,6,31,7,4394,76422,35523,64616737,4
cellar,cellar,sElX,10,6,4,3,7,cellar,2,4,422,7,113,6,478,1152,44,3002258,5
debt,debt,dEt,28,24,4,17,11,debt,1,3,250,5,87,12,725,14398,4802,51349877,4
deck,deck,dEk,20,19,1,11,9,deck,1,3,309,5,103,32,1212,6451,516,16091750,4
tuba,tuba,tubx,4,3,1,0,4,tuba,2,4,459,5,23,22,61,171,44,868026,5
slot,slot,slat,17,15,2,9,8,slot,1,4,554,5,37,27,280,2276,241,21605592,5
nebulous,nebulous,nEbyUlxs,1,0,1,0,1,nebulous,3,8,545,6,1,0,3,219,16,197647,8
tumor,tumor,tumX,4,3,1,1,3,tumor,2,4,429,6,26,7,263,2659,406,7430725,5
oak,oak,ok,25,12,13,13,12,oak,1,2,300,4,111,27,286,5688,228,20581030,3
howsoever,howsoever,hWsoEvX,1,1,0,1,0,howsoever,4,7,738,6,1,0,3,6,0,140798,4
thumb,thumb,T^m,15,13,2,12,3,thumb,1,3,432,6,50,6,603,3839,334,7284938,4
known,known,non,26,22,4,18,8,known,1,3,432,6,107,4,6300,57261,9600,86396724,4
wing,wing,wIG,18,15,3,8,10,wing,1,3,479,5,90,40,1032,8370,2064,17354423,4
needle,needle,nidL,6,5,1,3,3,needle,2,5,293,7,21,5,608,2635,389,5708341,6
civility,civility,sxvIl|ti,1,1,0,1,0,civility,4,8,642,7,2,0,28,769,185,440289,6
buffer,buffer,b^fX,4,3,1,2,2,buffer,2,4,397,7,29,10,85,1218,94,15904074,5
collie,collie,kali,12,10,2,6,6,collie,2,4,441,7,143,19,53,236,16,1191722,5
curt,curt,kRt,26,21,5,17,9,curt,1,3,303,5,99,19,136,1162,120,1581069,4
racial,racial,reSL,2,2,0,1,1,racial,2,5,462,7,13,4,159,10753,1997,7549723,6
column,column,kalM,2,2,0,0,2,column,2,5,380,7,28,1,559,7464,1245,35987108,6
jargon,jargon,Jarg|n,1,1,0,1,0,jargon,2,6,579,4,8,2,31,638,62,1804602,4
local,local,lokL,2,2,0,2,0,local,2,5,437,6,16,8,2128,61949,8211,270753545,6
russian,Russian,r^S|n,1,1,0,1,0,russian,2,5,406,8,15,5,1501,15633,3667,45324696,6
friction,friction,frIkS|n,2,1,1,2,0,friction,2,7,538,9,3,3,63,1601,148,3001167,8
capsule,capsule,k@psL,3,1,2,2,1,capsule,2,6,495,8,13,1,130,1201,191,3315216,7
bread,bread,brEd,15,12,3,7,8,bread,1,4,327,6,45,18,1445,10191,846,13576239,5
sensation,sensation,sEnseS|n,1,0,1,1,0,sensation,3,8,758,10,2,1,249,3131,303,3346679,9
jersey,jersey,JRzi,1,1,0,0,1,jersey,2,4,668,7,11,3,923,10792,3419,48661242,5
paid,paid,ped,22,18,4,13,9,paid,1,3,529,4,82,19,4369,25590,5940,60295896,4
rival,rival,rYvL,5,3,2,3,2,rival,2,5,475,6,19,4,193,4212,634,4298220,6
feat,feat,fit,24,19,5,17,7,feat,1,3,346,5,67,20,78,1263,105,5369388,4
an,an,@n,22,11,11,14,8,an,1,2,393,3,109,75,95071,827024,153847,1518266684,3
inflict,inflict,InflIkt,1,1,0,0,1,inflict,2,7,708,8,2,2,69,646,133,647531,8
jolly,jolly,Jali,8,8,0,6,2,jolly,2,4,589,6,65,18,382,669,97,2522302,5
quits,quits,kwIts,3,1,2,0,3,quits,1,5,468,5,21,11,121,421,145,968433,5
mean,mean,min,23,21,2,17,6,mean,1,3,539,5,126,26,63443,113771,68669,80317535,4
chassis,chassis,C@si,4,3,1,2,2,chassis,2,4,506,6,29,1,33,565,19,5955012,4
pep,pep,pEp,15,14,1,9,6,pep,1,3,255,4,67,27,178,596,95,3019755,4
parlance,parlance,parlxns,1,0,1,0,1,parlance,2,7,567,6,0,1,15,295,18,199873,6
glue,glue,glu,11,7,4,8,3,glue,1,3,389,5,38,12,300,2071,140,4435595,4
normally,normally,normLi,1,0,1,0,1,normally,2,6,529,7,7,2,818,7905,1911,19884097,5
retard,retard,rItard,1,1,0,1,0,retard,2,6,459,7,3,10,201,237,23,643417,7
lofty,lofty,lcfti,1,0,1,0,1,lofty,2,5,428,5,7,5,40,928,68,1018661,6
invention,invention,InvEnC|n,2,2,0,2,0,invention,3,8,584,10,1,2,310,2477,236,8227022,9
ovum,ovum,ovM,3,3,0,1,2,ovum,2,4,503,4,6,3,7,34,1,305631,4
devoid,devoid,dxvOd,2,1,1,1,1,devoid,2,5,549,6,3,0,36,911,37,946561,4
aversion,aversion,xvRZ|n,1,0,1,1,0,aversion,3,6,533,9,2,2,68,599,29,828197,7
maybe,maybe,mebi,2,2,0,1,1,maybe,2,4,668,6,32,10,47249,68412,23224,51905745,4
avail,avail,xvel,2,1,1,2,0,avail,2,4,481,6,10,3,43,640,73,3902711,5
log,log,lcg,13,12,1,8,5,log,1,3,401,4,46,42,610,4672,509,111172980,4
attend,attend,xtEnd,5,4,1,5,0,attend,2,5,515,7,11,1,715,8415,924,20639654,6
wary,wary,w@ri,11,10,1,9,2,wary,2,4,539,4,99,35,38,2227,207,1303191,5
nose,nose,noz,18,15,3,9,9,nose,1,3,474,5,132,31,3557,12167,1296,10507658,4
defy,defy,dIfY,4,2,2,0,4,defy,2,4,617,5,12,6,158,922,163,800149,5
manifesto,manifesto,m@nxfEsto,1,0,1,0,1,manifesto,4,9,854,9,3,2,37,601,60,2008582,9
elevator,elevator,ElxvetX,1,0,1,0,1,elevator,4,7,448,9,3,1,1245,3511,432,4174699,8
cheese,cheese,Ciz,13,12,1,9,4,cheese,1,3,574,7,130,6,1991,12453,1067,16705545,4
blast,blast,bl@st,3,1,2,3,0,blast,1,5,456,6,15,15,825,3701,686,9388686,6
thank,thank,T@Gk,11,10,1,11,0,thank,1,4,449,6,33,12,56877,58298,45397,63239921,5
reside,reside,rIzYd,3,1,2,1,2,reside,2,5,582,7,6,8,56,1094,57,2799223,6
climb,climb,klYm,5,4,1,3,2,climb,1,4,394,6,39,3,1007,6010,612,5699767,5
stout,stout,stWt,6,5,1,4,2,stout,1,4,424,6,12,12,53,1100,69,1939719,5
cruiser,cruiser,kruzX,1,0,1,0,1,cruiser,2,5,414,8,18,5,162,1204,65,3735652,6
slender,slender,slEndX,3,2,1,3,0,slender,2,6,489,5,13,8,38,1924,49,1614730,5
jelly,jelly,JEli,5,4,1,3,2,jelly,2,4,381,6,88,10,363,1635,176,3699680,5
tinker,tinker,tIGkX,4,3,1,1,3,tinker,2,5,549,7,15,15,113,576,71,983290,6
lobster,lobster,labstX,1,1,0,1,0,lobster,2,6,532,8,3,2,374,1401,144,2997879,7
clench,clench,klEnC,4,4,0,3,1,clench,1,5,529,7,11,2,20,183,6,97203,6
desk,desk,dEsk,3,2,1,2,1,desk,1,4,394,5,24,12,2239,12637,1258,32311856,5
delusion,delusion,dxluZ|n,1,1,0,1,0,delusion,3,7,520,9,4,2,138,476,34,677674,8
aboriginal,aboriginal,@bXIJ|nL,1,1,0,0,1,aboriginal,5,9,618,9,0,0,9,1486,73,7046324,8
scare,scare,skEr,11,8,3,5,6,scare,1,4,504,6,31,19,1712,2598,783,2974150,5
glen,glen,glEn,2,2,0,0,2,glen,1,4,461,5,16,14,366,2034,238,9310381,5
trout,trout,trWt,8,6,2,3,5,trout,1,4,366,6,28,15,205,3079,67,5371003,5
china,china,CYnx,1,1,0,1,0,china,2,4,376,6,12,12,1268,33457,5907,124480409,5
snide,snide,snYd,3,2,1,2,1,snide,1,4,618,6,17,5,28,136,11,240578,5
burst,burst,bRst,15,14,1,12,3,burst,1,4,432,6,57,15,435,5127,438,5148007,5
extend,extend,IkstEnd,1,1,0,1,0,extend,2,7,578,7,3,3,327,6057,924,15097418,8
triad,triad,trY@d,1,0,1,0,1,triad,2,5,471,6,3,6,175,486,16,1520756,6
afford,afford,xford,4,3,1,4,0,afford,2,5,551,7,9,9,2266,10414,2779,10348210,6
applied,applied,xplYd,3,1,2,1,2,applied,2,5,567,7,8,1,314,12092,978,44960208,5
muscle,muscle,m^sL,11,10,1,5,6,muscle,2,5,408,7,30,3,694,7220,607,20753198,6
cleave,cleave,kliv,6,5,1,2,4,cleave,1,4,455,7,27,6,10,101,7,413105,5
partition,partition,pXtIS|n,3,3,0,3,0,partition,3,8,660,10,2,1,25,964,88,6700858,9
maize,maize,mez,19,16,3,9,10,maize,1,3,359,6,168,7,9,789,21,2224269,4
unknown,unknown,^non,1,0,1,1,0,unknown,2,5,588,8,0,1,774,7435,958,48332261,5
peg,peg,pEg,10,10,0,5,5,peg,1,3,307,4,53,23,1857,907,77,3808952,4
statue,statue,st@Cu,2,1,1,0,2,statue,2,5,593,7,4,7,540,2959,398,4753368,6
paunch,paunch,pcnC,5,4,1,4,1,paunch,1,4,419,7,10,4,1,132,5,38730,5
halo,halo,helo,5,4,1,4,1,halo,2,4,507,5,25,21,82,840,49,6198204,5
seduce,seduce,sIdus,3,2,1,3,0,seduce,2,5,649,7,4,6,176,415,61,586830,6
drift,drift,drIft,5,3,2,5,0,drift,1,5,413,6,11,5,327,2435,178,3894170,6
cutter,cutter,k^tX,12,9,3,9,3,cutter,2,4,350,7,51,19,239,1975,122,4273722,5
pupa,pupa,pyupx,2,2,0,0,2,pupa,2,5,409,5,2,14,14,60,0,253862,6
metal,metal,mEtL,11,9,2,9,2,metal,2,5,293,6,40,8,992,12972,805,56196995,6
validity,validity,vxlId|ti,1,1,0,1,0,validity,4,8,679,6,2,0,30,4794,143,6132692,6
draughts,draughts,dr@fts,2,1,1,0,2,draughts,1,6,518,8,12,3,5,31,1,159789,7
sheep,sheep,Sip,20,19,1,13,7,sheep,1,3,330,6,88,13,685,3726,348,8964154,4
reconnaissance,reconnaissance,rIkan|z|ns,1,0,1,1,0,reconnaissance,4,10,818,7,0,0,88,650,127,1304699,6
antique,antique,@ntik,2,1,1,0,2,antique,2,5,425,8,9,1,309,2637,92,18431642,6
entail,entail,Intel,2,2,0,1,1,entail,2,5,524,7,1,2,29,732,52,1041373,5
foul,foul,fWl,17,14,3,16,1,foul,1,3,655,5,57,14,738,2438,419,5268620,4
larder,larder,lardX,2,0,2,1,1,larder,2,5,504,6,12,15,8,93,2,337331,5
fallow,fallow,f@lo,12,10,2,11,1,fallow,2,4,506,7,38,14,41,269,8,411349,5
bubble,bubble,b^bL,10,10,0,8,2,bubble,2,5,402,7,24,10,408,3183,559,8808334,6
scene,scene,sin,29,27,2,18,11,scene,1,3,529,6,150,5,3807,25272,6387,29373796,4
shine,shine,SYn,21,17,4,17,4,shine,1,3,503,6,85,26,1053,2573,296,5890894,4
mutton,mutton,m^tN,4,3,1,2,2,mutton,2,5,579,5,24,10,40,157,4,389582,5
missal,missal,mIsL,5,4,1,2,3,missal,2,5,380,5,46,1,4,95,0,117461,6
rectory,rectory,rEktXi,1,0,1,0,1,rectory,3,6,529,7,1,1,27,146,19,365174,6
ratify,ratify,r@t|fY,1,0,1,1,0,ratify,3,6,572,7,4,2,6,330,85,670714,7
pail,pail,pel,34,32,2,25,9,pail,1,3,237,5,135,34,48,342,30,542968,4
ocular,ocular,akyUlX,1,0,1,1,0,ocular,3,6,477,5,1,1,21,183,2,973769,5
gait,gait,get,28,24,4,19,9,gait,1,3,304,5,84,20,16,1088,15,822923,4
haunch,haunch,hcnC,4,4,0,3,1,haunch,1,4,519,5,11,5,4,68,0,33851,5
flake,flake,flek,11,8,3,3,8,flake,1,4,537,6,24,12,89,451,70,849585,5
small,small,smcl,5,4,1,2,3,small,1,4,537,6,19,10,6373,102490,12092,208378995,5
overthrow,overthrow,ovXTro,1,1,0,0,1,overthrow,3,6,600,10,3,3,69,1067,313,931526,7
pride,pride,prYd,12,9,3,4,8,pride,1,4,466,6,30,11,1411,7442,966,14445194,5
dank,dank,d@Gk,12,10,2,12,0,dank,1,4,367,5,39,31,28,345,7,355502,5
valet,valet,v@l|t,3,3,0,3,0,valet,2,4,414,5,15,6,263,505,20,2052690,4
folio,folio,folio,2,1,1,2,0,folio,3,5,569,5,8,6,4,164,3,1842202,5
quarrel,quarrel,kwcrL,2,1,1,1,1,quarrel,2,6,427,8,9,2,286,630,125,590286,7
pant,pant,p@nt,17,12,5,10,7,pant,1,4,367,5,50,32,49,419,44,3138558,5
prism,prism,prIzM,2,2,0,1,1,prism,2,6,331,6,4,11,41,525,73,2657902,7
tourist,tourist,tUr|st,1,1,0,1,0,tourist,2,6,479,8,5,4,237,3671,532,15046652,7
overall,overall,ovXcl,3,0,3,0,3,overall,3,5,547,8,3,2,164,20299,2377,78994026,6
beer,beer,bIr,29,26,3,21,8,beer,1,3,454,5,114,39,3850,10884,1341,20488618,4
graphic,graphic,gr@fIk,1,1,0,1,0,graphic,2,6,467,8,6,1,119,4093,1146,32781798,7
crone,crone,kron,14,9,5,6,8,crone,1,4,439,6,69,27,22,124,16,229759,5
amber,amber,@mbX,5,3,2,4,1,amber,2,4,497,6,18,14,473,2604,238,11066821,5
cancellation,cancellation,k@nsxleS|n,1,1,0,1,0,cancellation,4,10,664,13,2,1,65,466,60,8183513,11
hurry,hurry,hRi,13,11,2,5,8,hurry,2,3,389,6,84,12,8856,3688,567,3538466,4
batter,batter,b@tX,19,15,4,12,7,batter,2,4,288,7,51,26,203,2072,125,1677096,5
amend,amend,xmEnd,8,5,3,7,1,amend,2,5,675,6,10,8,38,597,114,7806844,6
rob,rob,rab,17,16,1,14,3,rob,1,3,452,4,85,42,1188,4730,1441,17021598,4
about,about,xbWt,4,3,1,1,3,about,2,4,464,6,9,6,185206,693701,249031,1226763335,5
gnaw,gnaw,nc,19,16,3,11,8,gnaw,1,2,391,5,79,6,19,123,5,97994,3
pulse,pulse,p^ls,2,1,1,0,2,pulse,1,4,499,6,17,5,1200,3509,339,18900029,5
buy,buy,bY,29,23,6,17,12,buy,1,2,362,4,133,28,9814,33392,8842,410791202,3
slam,slam,sl@m,13,12,1,3,10,slam,1,4,504,5,36,35,296,2051,335,3855126,5
artless,artless,artlxs,1,0,1,1,0,artless,2,6,459,6,3,1,3,55,4,90304,5
ripen,ripen,rYpxn,1,1,0,1,0,ripen,2,5,411,6,15,5,14,246,12,192231,6
lift,lift,lIft,11,10,1,6,5,lift,1,4,458,5,31,17,1741,8648,1242,15299610,5
mark,mark,mark,20,14,6,7,13,mark,1,4,408,5,86,36,4183,31538,9399,95624252,5
medial,medial,midiL,1,1,0,1,0,medial,2,6,403,6,2,8,21,356,10,931159,4
hiss,hiss,hIs,14,14,0,5,9,hiss,1,3,437,5,70,19,47,885,29,497852,4
fossil,fossil,fasL,4,4,0,4,0,fossil,2,5,459,7,18,2,79,2789,263,5293638,6
crabby,crabby,kr@bi,3,1,2,1,2,crabby,2,5,469,6,16,4,47,89,14,214907,6
posture,posture,pasCX,1,1,0,1,0,posture,2,5,589,8,3,2,88,2403,275,2045913,6
putty,putty,p^ti,9,8,1,5,4,putty,2,4,303,5,33,7,93,254,26,1071931,5
chunk,chunk,C^Gk,10,9,1,9,1,chunk,1,4,415,6,28,13,211,1787,262,2371231,5
chamois,chamois,S@mi,5,4,1,2,3,chamois,2,4,584,6,23,0,11,139,3,356783,4
reject,reject,rIJEkt,1,0,1,1,0,reject,2,6,529,7,5,6,216,2856,554,6378272,7
rarity,rarity,r@rxti,1,1,0,1,0,rarity,3,6,507,6,4,4,20,587,39,847526,5
veto,veto,vito,2,2,0,0,2,veto,2,4,365,5,29,16,46,2512,1135,1621850,5
ski,ski,ski,9,3,6,4,5,ski,1,3,593,4,76,24,413,8483,362,28672058,4
veneer,veneer,vxnIr,1,1,0,1,0,veneer,2,5,521,7,2,5,45,424,36,1313843,6
shroud,shroud,SrWd,4,4,0,2,2,shroud,1,4,577,7,9,3,52,437,35,724966,5
slump,slump,sl^mp,5,3,2,4,1,slump,1,5,377,6,16,12,61,1054,118,878659,6
suffer,suffer,s^fX,7,6,1,3,4,suffer,2,4,501,7,44,13,1148,6609,1232,8734050,5
trident,trident,trYdNt,1,0,1,1,0,trident,2,7,395,6,1,1,24,121,10,1078613,5
pan,pan,p@n,31,25,6,19,12,pan,1,3,405,4,106,57,627,11476,986,21823461,4
butte,butte,byut,5,3,2,4,1,butte,1,4,489,6,23,9,27,578,23,2505600,5
onto,onto,cntu,2,2,0,2,0,onto,2,4,448,5,4,12,1871,26374,2178,26411994,5
sprung,sprung,spr^G,3,3,0,1,2,sprung,1,5,482,7,6,6,131,832,90,1081658,6
assail,assail,xsel,2,1,1,2,0,assail,2,4,486,7,8,2,5,52,5,141995,5
girdle,girdle,gRdL,6,5,1,2,4,girdle,2,5,362,7,7,3,79,170,17,596431,6
keg,keg,kEg,8,8,0,4,4,keg,1,3,359,4,42,18,175,275,51,637688,4
bulgarian,Bulgarian,b^lg@rixn,1,1,0,1,0,bulgarian,4,9,664,10,3,2,14,254,22,7056806,10
sliver,sliver,slIvX,6,5,1,3,3,sliver,2,5,649,7,12,18,23,592,67,405379,6
continuous,continuous,kxntInyuxs,1,1,0,0,1,continuous,4,10,712,11,4,1,98,5178,223,21878180,11
inshore,inshore,InSor,2,2,0,1,1,inshore,2,5,668,4,4,2,5,400,1,468908,4
knavery,knavery,nevXi,1,0,1,0,1,knavery,3,6,649,6,0,0,1,6,0,19031,5
fennel,fennel,fEnL,8,7,1,3,5,fennel,2,5,470,7,26,8,39,1060,39,534724,6
third,third,TRd,7,7,0,6,1,third,1,3,413,6,34,3,3801,51534,7356,95490673,4
cam,cam,k@m,27,22,5,15,12,cam,1,3,376,4,118,51,193,1254,178,24003561,4
begin,begin,bxgIn,1,1,0,0,1,begin,2,5,382,6,16,12,2906,34646,13324,45437405,6
platinum,platinum,pl@tNM,1,0,1,0,1,platinum,2,7,486,9,2,0,123,1138,144,15501355,8
juicy,juicy,Jusi,1,0,1,0,1,juicy,2,4,413,5,26,1,219,1192,150,3780327,5
pouch,pouch,pWC,10,10,0,8,2,pouch,1,3,364,6,34,13,87,940,64,4023912,4
tactile,tactile,t@ktL,4,1,3,2,2,tactile,2,6,555,6,1,0,18,789,27,863413,5
exist,exist,IgzIst,1,1,0,0,1,exist,2,6,530,6,2,6,1477,12500,1965,25349517,7
knight,knight,nYt,24,22,2,19,5,knight,1,3,363,7,76,3,1365,3008,341,12571023,4
drowse,drowse,drWz,7,4,3,4,3,drowse,1,4,477,7,26,6,3,13,1,15193,5
piping,piping,pYpIG,1,1,0,1,0,piping,2,5,540,5,7,4,36,647,33,2612878,4
bled,bled,blEd,12,9,3,6,6,bled,1,4,509,5,25,15,201,534,58,620251,5
leaf,leaf,lif,25,24,1,11,14,leaf,1,3,439,5,90,16,265,4982,268,13162390,4
immanent,immanent,ImxnEnt,1,1,0,0,1,immanent,3,7,450,8,3,1,0,204,0,130985,8
heartless,heartless,hartlxs,1,0,1,1,0,heartless,2,7,559,7,4,1,179,302,61,446382,7
hoop,hoop,hup,17,15,2,12,5,hoop,1,3,344,5,80,23,137,816,59,2310001,4
truck,truck,tr^k,9,5,4,2,7,truck,1,4,372,6,28,13,3716,12906,2120,32136793,5
hover,hover,h^vX,2,2,0,1,1,hover,2,4,312,6,17,23,59,599,39,1553261,5
schism,schism,sIzM,3,2,1,1,2,schism,2,6,481,7,1,5,3,242,18,333428,7
vine,vine,vYn,21,19,2,14,7,vine,1,3,589,5,78,35,107,1364,55,3646886,4
puree,puree,pyUre,1,0,1,0,1,puree,2,5,444,5,3,8,9,889,28,438733,5
traffic,traffic,tr@fIk,2,2,0,1,1,traffic,2,6,447,8,5,0,1454,13174,1945,57242495,7
sonnet,sonnet,san|t,3,3,0,3,0,sonnet,2,5,412,7,12,8,39,211,7,1081841,6
elder,elder,EldX,2,2,0,1,1,elder,2,4,472,6,27,22,359,2693,217,7299470,5
imitate,imitate,Imxtet,2,2,0,1,1,imitate,3,6,363,8,3,2,92,776,86,714445,7
theme,theme,Tim,8,8,0,6,2,theme,1,3,337,6,45,11,710,9977,2251,37221872,4
medium,medium,midixm,2,2,0,1,1,medium,3,6,450,7,6,2,362,16640,642,51332199,7
thong,thong,TcG,9,7,2,7,2,thong,1,3,371,5,33,8,107,304,46,7748002,3
micron,micron,mYkran,1,1,0,1,0,micron,2,6,495,7,2,6,3,291,9,1995772,7
coil,coil,kOl,18,16,2,15,3,coil,1,3,380,5,82,19,82,676,30,5001819,4
lab,lab,l@b,20,18,2,10,10,lab,1,3,488,4,77,47,2020,8495,1247,35532276,4
veined,veined,vend,2,1,1,1,1,veined,1,4,538,5,23,2,0,155,0,178060,4
josh,josh,JaS,7,7,0,2,5,josh,1,3,481,5,29,16,1039,4341,973,9172255,4
generator,generator,JEnXetX,1,0,1,0,1,generator,4,7,597,10,4,1,290,1511,125,13043202,8
hug,hug,h^g,21,21,0,12,9,hug,1,3,258,4,65,38,986,2857,650,2946687,4
equator,equator,IkwetX,1,0,1,0,1,equator,3,6,523,8,3,1,31,600,43,1014051,7
prone,prone,pron,12,9,3,6,6,prone,1,4,355,5,39,17,92,2783,238,3001079,5
peak,peak,pik,31,25,6,20,11,peak,1,3,350,5,117,22,303,7313,573,25381726,4
upon,upon,xpcn,3,2,1,2,1,upon,2,4,472,3,9,3,3199,35602,3963,103923032,5
eddy,eddy,Edi,5,2,3,5,0,eddy,2,3,275,4,72,14,184,845,47,2589078,4
pathetic,pathetic,pxTEtIk,2,1,1,2,0,pathetic,3,7,522,9,1,1,1234,1329,234,1892242,8
trouble,trouble,tr^bL,5,4,1,3,2,trouble,2,6,365,8,17,4,11401,22552,6621,24522535,7
circus,circus,sRk|s,1,1,0,0,1,circus,2,5,631,7,9,1,870,2220,510,5381242,6
woodman,woodman,wUdmxn,3,1,2,2,1,woodman,2,6,419,8,20,4,18,80,1,481919,7
tribune,tribune,trIbyun,1,1,0,0,1,tribune,2,7,623,8,2,1,103,2194,503,8797383,8
pole,pole,pol,33,29,4,24,9,pole,1,3,394,5,137,43,642,4339,486,9378054,4
collapse,collapse,kxl@ps,1,0,1,1,0,collapse,2,6,659,9,2,2,283,6218,1177,8393295,7
suppose,suppose,sxpoz,2,0,2,1,1,suppose,2,5,626,8,5,2,6416,7894,1907,11981451,6
road,road,rod,29,26,3,17,12,road,1,3,385,5,141,27,5709,42126,6729,131806092,4
hutch,hutch,h^C,16,15,1,6,10,hutch,1,3,549,6,51,11,184,289,19,1373960,4
corn,corn,korn,20,14,6,11,9,corn,1,4,410,5,93,38,725,9077,780,10726347,5
ramp,ramp,r@mp,14,10,4,10,4,ramp,1,4,365,5,40,29,147,1831,210,4374407,5
filing,filing,fYlIG,3,2,1,3,0,filing,2,5,423,7,21,14,232,2639,572,15480489,6
technical,technical,tEknIkL,1,0,1,0,1,technical,3,8,480,10,4,1,420,11629,1259,102794976,9
fit,fit,fIt,28,25,3,20,8,fit,1,3,235,4,79,32,2937,19475,2436,42360098,4
